repo,quarter,author_login,commit_count
airbytehq/airbyte,2023-Q2,_name:Conor,11
airbytehq/airbyte,2023-Q2,_name:Xiaohan Song,1
airbytehq/airbyte,2023-Q2,jnr0790,2
airbytehq/airbyte,2023-Q2,btkcodedev,16
airbytehq/airbyte,2023-Q2,flash1293,8
airbytehq/airbyte,2023-Q2,_name:Joe Reuter,37
airbytehq/airbyte,2023-Q2,pedroslopez,9
airbytehq/airbyte,2023-Q2,erohmensing,10
airbytehq/airbyte,2023-Q2,Hesperide,2
airbytehq/airbyte,2023-Q2,alex-gron,4
airbytehq/airbyte,2023-Q2,brianjlai,7
airbytehq/airbyte,2023-Q2,joshpaulchan,1
airbytehq/airbyte,2023-Q2,_name:Charles,8
airbytehq/airbyte,2023-Q2,lazebnyi,14
airbytehq/airbyte,2023-Q2,grubberr,19
airbytehq/airbyte,2023-Q2,subodh1810,7
airbytehq/airbyte,2023-Q2,ldanilek,1
airbytehq/airbyte,2023-Q2,ryankfu,14
airbytehq/airbyte,2023-Q2,octavia-squidington-iii,3
airbytehq/airbyte,2023-Q2,amaliaroye,2
airbytehq/airbyte,2023-Q2,_name:Parker Mossman,2
airbytehq/airbyte,2023-Q2,lmossman,9
airbytehq/airbyte,2023-Q2,malikdiarra,5
airbytehq/airbyte,2023-Q2,teallarson,1
airbytehq/airbyte,2023-Q2,DaiZack,1
airbytehq/airbyte,2023-Q2,_name:Kostas Botsas,1
airbytehq/airbyte,2023-Q2,_name:Baz,45
airbytehq/airbyte,2023-Q2,philkra,1
airbytehq/airbyte,2023-Q2,_name:Jove Zhong,1
airbytehq/airbyte,2023-Q2,henriquemeloo,1
airbytehq/airbyte,2023-Q2,ciancullinan,1
airbytehq/airbyte,2023-Q2,pmossman,1
airbytehq/airbyte,2023-Q2,PoCTo,1
airbytehq/airbyte,2023-Q2,tolik0,5
airbytehq/airbyte,2023-Q2,nataliekwong,4
airbytehq/airbyte,2023-Q2,gpodevijn,1
airbytehq/airbyte,2023-Q2,jkleinkauff,1
airbytehq/airbyte,2023-Q2,_name:Joey Marshment-Howell,4
airbytehq/airbyte,2023-Q2,szemek,1
airbytehq/airbyte,2023-Q2,terencecho,4
airbytehq/airbyte,2023-Q2,NipunaPrashan,1
airbytehq/airbyte,2023-Q2,jeremySrgt,2
airbytehq/airbyte,2023-Q2,JamesB797,1
airbytehq/airbyte,2023-Q2,_name:cpdeethree,6
airbytehq/airbyte,2023-Q2,masonmenges,1
airbytehq/airbyte,2023-Q2,aballiet,1
airbytehq/airbyte,2023-Q2,_name:Duy Nguyen,11
airbytehq/airbyte,2023-Q2,pylenin,1
airbytehq/airbyte,2023-Q2,tybernstein,5
airbytehq/airbyte,2023-Q2,justinbchau,1
airbytehq/airbyte,2023-Q2,mpetrykin,1
airbytehq/airbyte,2023-Q2,hehex9,2
airbytehq/airbyte,2023-Q2,emmaling27,4
airbytehq/airbyte,2023-Q2,upgreydd,1
airbytehq/airbyte,2023-Q2,jpmmcneill,1
airbytehq/airbyte,2023-Q2,bibimorlet,1
airbytehq/airbyte,2023-Q2,reidab,1
airbytehq/airbyte,2023-Q2,artusiep,2
airbytehq/airbyte,2023-Q2,Shishir-rmv,2
airbytehq/airbyte,2023-Q2,BrentSouza,1
airbytehq/airbyte,2023-Q2,keurcien,1
airbytehq/airbyte,2023-Q2,dalo390,1
airbytehq/airbyte,2023-Q2,Daemonxiao,1
airbytehq/airbyte,2023-Q2,dandpz,1
airbytehq/airbyte,2023-Q2,StellaMaUCI,1
airbytehq/airbyte,2023-Q2,igsaf2,2
airbytehq/airbyte,2023-Q2,nguyencongphap,1
airbytehq/airbyte,2023-Q2,burmecia,1
airbytehq/airbyte,2023-Q2,davinchia,6
airbytehq/airbyte,2023-Q2,joel-olazagasti,1
airbytehq/airbyte,2023-Q2,henriblancke,5
airbytehq/airbyte,2023-Q2,sajarin,3
airbytehq/airbyte,2023-Q2,lgomezm,1
airbytehq/airbyte,2023-Q2,imrehg,1
airbytehq/airbyte,2023-Q2,jbfbell,2
airbytehq/airbyte,2023-Q2,aazam-gh,2
airbytehq/airbyte,2023-Q2,deepansh96,1
airbytehq/airbyte,2023-Q2,trowacat,1
airbytehq/airbyte,2023-Q2,_name:Riley Brook,4
airbytehq/airbyte,2023-Q2,lideke,1
airbytehq/airbyte,2023-Q2,sh4sh,2
airbytehq/airbyte,2023-Q2,asafepy,1
airbytehq/airbyte,2023-Q2,paideia1200bce,1
airbytehq/airbyte,2023-Q2,brunofaustino,1
airbytehq/airbyte,2023-Q2,wennergr,1
airbytehq/airbyte,2023-Q2,benmoriceau,5
airbytehq/airbyte,2023-Q2,jcowanpdx,3
airbytehq/airbyte,2023-Q2,pgollangi,1
airbytehq/airbyte,2023-Q2,leo-schick,2
airbytehq/airbyte,2023-Q2,_name:Jonathan Pearlin,3
airbytehq/airbyte,2023-Q2,domzae,2
airbytehq/airbyte,2023-Q2,jdpgrailsdev,1
airbytehq/airbyte,2023-Q2,heyline,1
airbytehq/airbyte,2023-Q2,gmmeyer,1
airbytehq/airbyte,2023-Q2,Upmitt,1
airbytehq/airbyte,2023-Q2,mrhallak,1
airbytehq/airbyte,2023-Q2,jj-nilbodee,1
airbytehq/airbyte,2023-Q2,penberg,1
airbytehq/airbyte,2023-Q2,iberchid,1
airbytehq/airbyte,2023-Q2,cjwooo,1
airbytehq/airbyte,2023-Q2,anamargaridarl,1
airbytehq/airbyte,2023-Q2,jooststessens,1
airbytehq/airbyte,2023-Q2,suhomud,1
airbytehq/airbyte,2023-Q2,sergio-ropero,1
airbytehq/airbyte,2023-Q2,_name:josephkmh,1
airbytehq/airbyte,2023-Q2,colesnodgrass,2
airbytehq/airbyte,2023-Q2,rach-r,1
airbytehq/airbyte,2023-Q2,vladimir-remar,1
airbytehq/airbyte,2023-Q2,richardlam-quotapath,1
airbytehq/airbyte,2023-Q2,itaseskii,1
airbytehq/airbyte,2023-Q2,gosusnp,4
airbytehq/airbyte,2023-Q2,timroes,1
airbytehq/airbyte,2023-Q2,Alihassanc5,1
airbytehq/airbyte,2023-Q2,PhilipCorr,1
airbytehq/airbyte,2023-Q2,BirdboyBolu,1
airbytehq/airbyte,2023-Q2,visnup,1
airbytehq/airbyte,2023-Q2,sbrickel,1
airbytehq/airbyte,2023-Q2,tyagi-data-wizard,1
airbytehq/airbyte,2023-Q2,sumegim,1
airbytehq/airbyte,2023-Q2,catpineapple,1
airbytehq/airbyte,2023-Q2,roisinbolt,1
airbytehq/airbyte,2023-Q2,judiennetSC,1
airbytehq/airbyte,2023-Q2,geekwhocodes,1
airbytehq/airbyte,2023-Q3,pedroslopez,16
airbytehq/airbyte,2023-Q3,_name:Marius Posta,19
airbytehq/airbyte,2023-Q3,tolik0,11
airbytehq/airbyte,2023-Q3,jbfbell,17
airbytehq/airbyte,2023-Q3,evantahler,36
airbytehq/airbyte,2023-Q3,bnchrch,73
airbytehq/airbyte,2023-Q3,keu,4
airbytehq/airbyte,2023-Q3,roman-yermilov-gl,18
airbytehq/airbyte,2023-Q3,darynaishchenko,41
airbytehq/airbyte,2023-Q3,artem1205,70
airbytehq/airbyte,2023-Q3,aaronsteers,7
airbytehq/airbyte,2023-Q3,edgao,54
airbytehq/airbyte,2023-Q3,arsenlosenko,38
airbytehq/airbyte,2023-Q3,davydov-d,39
airbytehq/airbyte,2023-Q3,_name:Joe Reuter,48
airbytehq/airbyte,2023-Q3,benmoriceau,12
airbytehq/airbyte,2023-Q3,lmossman,13
airbytehq/airbyte,2023-Q3,archangelic,6
airbytehq/airbyte,2023-Q3,robertoarnetoli,1
airbytehq/airbyte,2023-Q3,jdenquin,1
airbytehq/airbyte,2023-Q3,sajarin,8
airbytehq/airbyte,2023-Q3,maxi297,63
airbytehq/airbyte,2023-Q3,flash1293,12
airbytehq/airbyte,2023-Q3,hwaxxer,4
airbytehq/airbyte,2023-Q3,yevhenii-ldv,3
airbytehq/airbyte,2023-Q3,_name:Tim Roes,17
airbytehq/airbyte,2023-Q3,akashkulk,11
airbytehq/airbyte,2023-Q3,girarda,35
airbytehq/airbyte,2023-Q3,szemek,1
airbytehq/airbyte,2023-Q3,git-phu,5
airbytehq/airbyte,2023-Q3,_name:Joey Marshment-Howell,4
airbytehq/airbyte,2023-Q3,lazebnyi,16
airbytehq/airbyte,2023-Q3,midavadim,13
airbytehq/airbyte,2023-Q3,alafanechere,48
airbytehq/airbyte,2023-Q3,_name:Duy Nguyen,10
airbytehq/airbyte,2023-Q3,wagnermarkd,1
airbytehq/airbyte,2023-Q3,rodireich,10
airbytehq/airbyte,2023-Q3,tryangul,4
airbytehq/airbyte,2023-Q3,prateekmukhedkar,2
airbytehq/airbyte,2023-Q3,_name:Conor,5
airbytehq/airbyte,2023-Q3,_name:Riley Brook,7
airbytehq/airbyte,2023-Q3,cynthiaxyin,6
airbytehq/airbyte,2023-Q3,supertopher,2
airbytehq/airbyte,2023-Q3,topefolorunso,14
airbytehq/airbyte,2023-Q3,ChristoGrab,32
airbytehq/airbyte,2023-Q3,brianjlai,14
airbytehq/airbyte,2023-Q3,_name:Baz,30
airbytehq/airbyte,2023-Q3,dzmitrybelash,1
airbytehq/airbyte,2023-Q3,cimadure,1
airbytehq/airbyte,2023-Q3,katmarkham,1
airbytehq/airbyte,2023-Q3,clnoll,30
airbytehq/airbyte,2023-Q3,pabloescoder,1
airbytehq/airbyte,2023-Q3,Hesperide,9
airbytehq/airbyte,2023-Q3,subodh1810,12
airbytehq/airbyte,2023-Q3,mesaugat,1
airbytehq/airbyte,2023-Q3,timroes,1
airbytehq/airbyte,2023-Q3,avdhootmukhedkar,1
airbytehq/airbyte,2023-Q3,marcosmarxm,23
airbytehq/airbyte,2023-Q3,judiennetSC,1
airbytehq/airbyte,2023-Q3,JonsSpaghetti,1
airbytehq/airbyte,2023-Q3,stuartcampbell,1
airbytehq/airbyte,2023-Q3,terencecho,2
airbytehq/airbyte,2023-Q3,avirajsingh7,5
airbytehq/airbyte,2023-Q3,speckm,1
airbytehq/airbyte,2023-Q3,Saku3449,1
airbytehq/airbyte,2023-Q3,_name:cpdeethree,3
airbytehq/airbyte,2023-Q3,nataliekwong,6
airbytehq/airbyte,2023-Q3,btkcodedev,21
airbytehq/airbyte,2023-Q3,sherifnada,4
airbytehq/airbyte,2023-Q3,shivam096,1
airbytehq/airbyte,2023-Q3,kbumsik,1
airbytehq/airbyte,2023-Q3,aballiet,2
airbytehq/airbyte,2023-Q3,xiaohansong,2
airbytehq/airbyte,2023-Q3,_name:Xiaohan Song,1
airbytehq/airbyte,2023-Q3,hawkesn,1
airbytehq/airbyte,2023-Q3,_name:Jonathan Pearlin,22
airbytehq/airbyte,2023-Q3,_name:Charles,3
airbytehq/airbyte,2023-Q3,teallarson,1
airbytehq/airbyte,2023-Q3,Grayfados,1
airbytehq/airbyte,2023-Q3,tybernstein,2
airbytehq/airbyte,2023-Q3,sh4sh,4
airbytehq/airbyte,2023-Q3,davinchia,10
airbytehq/airbyte,2023-Q3,cirdes,1
airbytehq/airbyte,2023-Q3,andreyAtBB,1
airbytehq/airbyte,2023-Q3,masyagin1998,3
airbytehq/airbyte,2023-Q3,alex-danilin,1
airbytehq/airbyte,2023-Q3,malikdiarra,2
airbytehq/airbyte,2023-Q3,sskhandek,1
airbytehq/airbyte,2023-Q3,colesnodgrass,2
airbytehq/airbyte,2023-Q3,erohmensing,7
airbytehq/airbyte,2023-Q3,Zawar92,1
airbytehq/airbyte,2023-Q3,justinbchau,2
airbytehq/airbyte,2023-Q3,pmossman,3
airbytehq/airbyte,2023-Q3,octavia-squidington-iii,3
airbytehq/airbyte,2023-Q3,edbizarro,1
airbytehq/airbyte,2023-Q3,helderco,2
airbytehq/airbyte,2023-Q3,efimmatytsin,2
airbytehq/airbyte,2023-Q3,animer3009,1
airbytehq/airbyte,2023-Q3,KqLLL,1
airbytehq/airbyte,2023-Q3,Shishir-rmv,1
airbytehq/airbyte,2023-Q3,wennergr,1
airbytehq/airbyte,2023-Q3,nastra,3
airbytehq/airbyte,2023-Q3,_name:Randal Boyle,1
airbytehq/airbyte,2023-Q3,elliottrabac,1
airbytehq/airbyte,2023-Q3,_name:Parker Mossman,1
airbytehq/airbyte,2023-Q3,satish-chinthanippu,1
airbytehq/airbyte,2023-Q3,richa-rochna,1
airbytehq/airbyte,2023-Q3,pnavarromuttdata,1
airbytehq/airbyte,2023-Q3,markortleb-dice,1
airbytehq/airbyte,2023-Q3,simonbutt-datatonic,1
airbytehq/airbyte,2023-Q3,himanshuc3,1
airbytehq/airbyte,2023-Q3,ParthG21,1
airbytehq/airbyte,2023-Q3,gosusnp,1
airbytehq/airbyte,2023-Q3,mauricioalarcon,1
airbytehq/airbyte,2023-Q3,michaelcabiareyes,1
airbytehq/airbyte,2023-Q3,anna-geller,1
airbytehq/airbyte,2023-Q3,alallema,1
airbytehq/airbyte,2023-Q4,davinchia,7
airbytehq/airbyte,2023-Q4,erohmensing,25
airbytehq/airbyte,2023-Q4,_name:Tim Roes,9
airbytehq/airbyte,2023-Q4,evantahler,36
airbytehq/airbyte,2023-Q4,keu,9
airbytehq/airbyte,2023-Q4,bnchrch,56
airbytehq/airbyte,2023-Q4,edgao,34
airbytehq/airbyte,2023-Q4,jbfbell,8
airbytehq/airbyte,2023-Q4,ChristoGrab,33
airbytehq/airbyte,2023-Q4,brianjlai,7
airbytehq/airbyte,2023-Q4,pnilan,28
airbytehq/airbyte,2023-Q4,nataliekwong,11
airbytehq/airbyte,2023-Q4,clnoll,12
airbytehq/airbyte,2023-Q4,artem1205,42
airbytehq/airbyte,2023-Q4,alafanechere,91
airbytehq/airbyte,2023-Q4,_name:Joe Reuter,66
airbytehq/airbyte,2023-Q4,rodireich,13
airbytehq/airbyte,2023-Q4,gisripa,3
airbytehq/airbyte,2023-Q4,_name:Xiaohan Song,13
airbytehq/airbyte,2023-Q4,subodh1810,7
airbytehq/airbyte,2023-Q4,shivam096,1
airbytehq/airbyte,2023-Q4,_name:Anton Karpets,16
airbytehq/airbyte,2023-Q4,akashkulk,20
airbytehq/airbyte,2023-Q4,jeremySrgt,1
airbytehq/airbyte,2023-Q4,marcosmarxm,15
airbytehq/airbyte,2023-Q4,domzae,1
airbytehq/airbyte,2023-Q4,gmanninglive,1
airbytehq/airbyte,2023-Q4,nhuray,2
airbytehq/airbyte,2023-Q4,aaronsteers,3
airbytehq/airbyte,2023-Q4,Hesperide,7
airbytehq/airbyte,2023-Q4,alallema,1
airbytehq/airbyte,2023-Q4,ldanilek,1
airbytehq/airbyte,2023-Q4,chandlerprall,1
airbytehq/airbyte,2023-Q4,mickaelandrieu,1
airbytehq/airbyte,2023-Q4,omahs,1
airbytehq/airbyte,2023-Q4,pedroslopez,15
airbytehq/airbyte,2023-Q4,darynaishchenko,32
airbytehq/airbyte,2023-Q4,cynthiaxyin,7
airbytehq/airbyte,2023-Q4,roman-yermilov-gl,20
airbytehq/airbyte,2023-Q4,_name:Marius Posta,48
airbytehq/airbyte,2023-Q4,lazebnyi,3
airbytehq/airbyte,2023-Q4,flash1293,17
airbytehq/airbyte,2023-Q4,midavadim,7
airbytehq/airbyte,2023-Q4,stephane-airbyte,42
airbytehq/airbyte,2023-Q4,maxi297,24
airbytehq/airbyte,2023-Q4,yevhenii-ldv,20
airbytehq/airbyte,2023-Q4,tolik0,29
airbytehq/airbyte,2023-Q4,_name:Duy Nguyen,8
airbytehq/airbyte,2023-Q4,JonsSpaghetti,2
airbytehq/airbyte,2023-Q4,flutra-osmani,1
airbytehq/airbyte,2023-Q4,colesnodgrass,4
airbytehq/airbyte,2023-Q4,hatamiarash7,1
airbytehq/airbyte,2023-Q4,tomlynchRNA,1
airbytehq/airbyte,2023-Q4,girarda,43
airbytehq/airbyte,2023-Q4,pmossman,1
airbytehq/airbyte,2023-Q4,_name:Conor,1
airbytehq/airbyte,2023-Q4,davydov-d,28
airbytehq/airbyte,2023-Q4,dynalz,1
airbytehq/airbyte,2023-Q4,DDynamic,1
airbytehq/airbyte,2023-Q4,sajarin,2
airbytehq/airbyte,2023-Q4,chadthman,1
airbytehq/airbyte,2023-Q4,git-phu,2
airbytehq/airbyte,2023-Q4,elefeint,1
airbytehq/airbyte,2023-Q4,ambirdsall,6
airbytehq/airbyte,2023-Q4,benmoriceau,8
airbytehq/airbyte,2023-Q4,_name:attaxia,1
airbytehq/airbyte,2023-Q4,christopherbrumm,1
airbytehq/airbyte,2023-Q4,nipunn1313,1
airbytehq/airbyte,2023-Q4,rexwangcc,1
airbytehq/airbyte,2023-Q4,andreaslillebo,1
airbytehq/airbyte,2023-Q4,LeoTheGriff,1
airbytehq/airbyte,2023-Q4,FriedrichtenHagen,1
airbytehq/airbyte,2023-Q4,richardgourley,1
airbytehq/airbyte,2023-Q4,lmossman,4
airbytehq/airbyte,2023-Q4,MarconLP,1
airbytehq/airbyte,2023-Q4,rijumone,1
airbytehq/airbyte,2023-Q4,erica-airbyte,3
airbytehq/airbyte,2023-Q4,aazam-gh,3
airbytehq/airbyte,2023-Q4,ariesgun,2
airbytehq/airbyte,2023-Q4,topefolorunso,23
airbytehq/airbyte,2023-Q4,pranjaljn97,1
airbytehq/airbyte,2023-Q4,MiguelMadero,1
airbytehq/airbyte,2023-Q4,_name:Gireesh Sreepathi,3
airbytehq/airbyte,2023-Q4,btkcodedev,12
airbytehq/airbyte,2023-Q4,_name:Baz,19
airbytehq/airbyte,2023-Q4,Al-Moatasem,1
airbytehq/airbyte,2023-Q4,pabloescoder,1
airbytehq/airbyte,2023-Q4,puru-khedre,4
airbytehq/airbyte,2023-Q4,hwaxxer,2
airbytehq/airbyte,2023-Q4,avirajsingh7,5
airbytehq/airbyte,2023-Q4,henriblancke,1
airbytehq/airbyte,2023-Q4,ignaciovi,1
airbytehq/airbyte,2023-Q4,JanumalaAkhilendra,1
airbytehq/airbyte,2023-Q4,mr-W3dnesday,1
airbytehq/airbyte,2023-Q4,katmarkham,2
airbytehq/airbyte,2023-Q4,CyberHippo,1
airbytehq/airbyte,2023-Q4,archangelic,1
airbytehq/airbyte,2023-Q4,vdusek,3
airbytehq/airbyte,2023-Q4,askarpets,2
airbytehq/airbyte,2023-Q4,teallarson,1
airbytehq/airbyte,2023-Q4,tryangul,2
airbytehq/airbyte,2023-Q4,_name:Jonathan Pearlin,5
airbytehq/airbyte,2023-Q4,mspaloss,1
airbytehq/airbyte,2023-Q4,jpefaur,2
airbytehq/airbyte,2023-Q4,ad-m-ss,1
airbytehq/airbyte,2023-Q4,rizwan-io,1
airbytehq/airbyte,2023-Q4,dbyzero,1
airbytehq/airbyte,2023-Q4,fadkeabhi,1
airbytehq/airbyte,2024-Q1,_name:Marius Posta,78
airbytehq/airbyte,2024-Q1,evantahler,44
airbytehq/airbyte,2024-Q1,DanyloGL,7
airbytehq/airbyte,2024-Q1,colesnodgrass,7
airbytehq/airbyte,2024-Q1,_name:Jonathan Pearlin,6
airbytehq/airbyte,2024-Q1,ChristoGrab,27
airbytehq/airbyte,2024-Q1,gisripa,39
airbytehq/airbyte,2024-Q1,natikgadzhi,18
airbytehq/airbyte,2024-Q1,stephane-airbyte,60
airbytehq/airbyte,2024-Q1,darynaishchenko,18
airbytehq/airbyte,2024-Q1,dependabot[bot],6
airbytehq/airbyte,2024-Q1,girarda,40
airbytehq/airbyte,2024-Q1,aaronsteers,38
airbytehq/airbyte,2024-Q1,lazebnyi,9
airbytehq/airbyte,2024-Q1,brianjlai,17
airbytehq/airbyte,2024-Q1,_name:Baz,16
airbytehq/airbyte,2024-Q1,roman-yermilov-gl,19
airbytehq/airbyte,2024-Q1,tolik0,37
airbytehq/airbyte,2024-Q1,graingert-coef,1
airbytehq/airbyte,2024-Q1,gosusnp,1
airbytehq/airbyte,2024-Q1,henriblancke,2
airbytehq/airbyte,2024-Q1,nobowned,1
airbytehq/airbyte,2024-Q1,avirajsingh7,1
airbytehq/airbyte,2024-Q1,cjkindel,1
airbytehq/airbyte,2024-Q1,erohmensing,32
airbytehq/airbyte,2024-Q1,Abner1zhou,2
airbytehq/airbyte,2024-Q1,bengineerdavis,1
airbytehq/airbyte,2024-Q1,artem1205,46
airbytehq/airbyte,2024-Q1,nataliekwong,7
airbytehq/airbyte,2024-Q1,edgao,33
airbytehq/airbyte,2024-Q1,davydov-d,1
airbytehq/airbyte,2024-Q1,akashkulk,22
airbytehq/airbyte,2024-Q1,pnilan,16
airbytehq/airbyte,2024-Q1,_name:Xiaohan Song,14
airbytehq/airbyte,2024-Q1,JonsSpaghetti,1
airbytehq/airbyte,2024-Q1,bindipankhudi,8
airbytehq/airbyte,2024-Q1,jbfbell,13
airbytehq/airbyte,2024-Q1,pmossman,6
airbytehq/airbyte,2024-Q1,hrl20,1
airbytehq/airbyte,2024-Q1,marcosmarxm,17
airbytehq/airbyte,2024-Q1,Hesperide,10
airbytehq/airbyte,2024-Q1,maxi297,36
airbytehq/airbyte,2024-Q1,perangel,3
airbytehq/airbyte,2024-Q1,rodireich,16
airbytehq/airbyte,2024-Q1,clnoll,31
airbytehq/airbyte,2024-Q1,alafanechere,124
airbytehq/airbyte,2024-Q1,lautaro79,1
airbytehq/airbyte,2024-Q1,amaliaroye,2
airbytehq/airbyte,2024-Q1,ambirdsall,11
airbytehq/airbyte,2024-Q1,pedroslopez,4
airbytehq/airbyte,2024-Q1,subodh1810,11
airbytehq/airbyte,2024-Q1,lmossman,3
airbytehq/airbyte,2024-Q1,blarghmatey,2
airbytehq/airbyte,2024-Q1,rwask,5
airbytehq/airbyte,2024-Q1,_name:Anton Karpets,44
airbytehq/airbyte,2024-Q1,terencecho,3
airbytehq/airbyte,2024-Q1,davinchia,2
airbytehq/airbyte,2024-Q1,shrutimantri,1
airbytehq/airbyte,2024-Q1,Anush008,1
airbytehq/airbyte,2024-Q1,ofermend,3
airbytehq/airbyte,2024-Q1,_name:maxi297,1
airbytehq/airbyte,2024-Q1,justinbchau,1
airbytehq/airbyte,2024-Q1,tybernstein,2
airbytehq/airbyte,2024-Q1,jnr0790,2
airbytehq/airbyte,2024-Q1,MaxwellJK,1
airbytehq/airbyte,2024-Q1,dtiesling,1
airbytehq/airbyte,2024-Q1,dwallace0723,1
airbytehq/airbyte,2024-Q1,bleonard,1
airbytehq/airbyte,2024-Q1,bgroff,4
airbytehq/airbyte,2024-Q1,_name:Tim Roes,3
airbytehq/airbyte,2024-Q1,iSINUS,1
airbytehq/airbyte,2024-Q1,Jgerardopine,1
airbytehq/airbyte,2024-Q1,dipth,1
airbytehq/airbyte,2024-Q1,ignacontrerasc,1
airbytehq/airbyte,2024-Q1,bendrucker,1
airbytehq/airbyte,2024-Q1,mrhydejc,1
airbytehq/airbyte,2024-Q1,midavadim,4
airbytehq/airbyte,2024-Q1,mjgatz,1
airbytehq/airbyte,2024-Q1,benmoriceau,3
airbytehq/airbyte,2024-Q1,_name:Joe Reuter,89
airbytehq/airbyte,2024-Q1,sajarin,1
airbytehq/airbyte,2024-Q1,chandlerprall,1
airbytehq/airbyte,2024-Q1,anomnaco,1
airbytehq/airbyte,2024-Q1,cynthiaxyin,5
airbytehq/airbyte,2024-Q1,ThaliaBarrera,1
airbytehq/airbyte,2024-Q1,Ash-v-G,1
airbytehq/airbyte,2024-Q1,jenssogaard,1
airbytehq/airbyte,2024-Q1,erica-airbyte,1
airbytehq/airbyte,2024-Q1,Marcus0086,1
airbytehq/airbyte,2024-Q1,ch1nq,1
airbytehq/airbyte,2024-Q1,_name:attaxia,1
airbytehq/airbyte,2024-Q1,pwae,1
airbytehq/airbyte,2024-Q1,mostafa6765,1
airbytehq/airbyte,2024-Q1,bnchrch,4
airbytehq/airbyte,2024-Q1,kekiss,1
airbytehq/airbyte,2024-Q1,bazarnov,1
airbytehq/airbyte,2024-Q1,sitaramshelke,1
airbytehq/airbyte,2024-Q1,DDynamic,1
airbytehq/airbyte,2024-Q1,jdpgrailsdev,1
airbytehq/airbyte,2024-Q1,askarpets,1
airbytehq/airbyte,2024-Q2,maxi297,64
airbytehq/airbyte,2024-Q2,clnoll,24
airbytehq/airbyte,2024-Q2,alafanechere,874
airbytehq/airbyte,2024-Q2,evantahler,31
airbytehq/airbyte,2024-Q2,Adorism,16
airbytehq/airbyte,2024-Q2,stephane-airbyte,54
airbytehq/airbyte,2024-Q2,btkcodedev,83
airbytehq/airbyte,2024-Q2,pabloescoder,32
airbytehq/airbyte,2024-Q2,davydov-d,7
airbytehq/airbyte,2024-Q2,natikgadzhi,160
airbytehq/airbyte,2024-Q2,edgao,45
airbytehq/airbyte,2024-Q2,inossidabile,1
airbytehq/airbyte,2024-Q2,erohmensing,33
airbytehq/airbyte,2024-Q2,theyueli,11
airbytehq/airbyte,2024-Q2,ChristoGrab,35
airbytehq/airbyte,2024-Q2,teallarson,1
airbytehq/airbyte,2024-Q2,akashkulk,34
airbytehq/airbyte,2024-Q2,johnny-schmidt,3
airbytehq/airbyte,2024-Q2,_name:Baz,23
airbytehq/airbyte,2024-Q2,kabeer27,1
airbytehq/airbyte,2024-Q2,tolik0,38
airbytehq/airbyte,2024-Q2,aldogonzalez8,8
airbytehq/airbyte,2024-Q2,marcosmarxm,6
airbytehq/airbyte,2024-Q2,hongbo-miao,2
airbytehq/airbyte,2024-Q2,_name:keyihuang,1
airbytehq/airbyte,2024-Q2,_name:Marius Posta,9
airbytehq/airbyte,2024-Q2,_name:Xiaohan Song,18
airbytehq/airbyte,2024-Q2,bnchrch,28
airbytehq/airbyte,2024-Q2,merenbach,1
airbytehq/airbyte,2024-Q2,Hesperide,3
airbytehq/airbyte,2024-Q2,artem1205,40
airbytehq/airbyte,2024-Q2,lazebnyi,26
airbytehq/airbyte,2024-Q2,asafalina,1
airbytehq/airbyte,2024-Q2,darynaishchenko,19
airbytehq/airbyte,2024-Q2,pnilan,12
airbytehq/airbyte,2024-Q2,JonsSpaghetti,4
airbytehq/airbyte,2024-Q2,cmm-airbyte,6
airbytehq/airbyte,2024-Q2,nastra,1
airbytehq/airbyte,2024-Q2,philbirtles,1
airbytehq/airbyte,2024-Q2,gisripa,32
airbytehq/airbyte,2024-Q2,jdenquin,1
airbytehq/airbyte,2024-Q2,gvillafanetapia,1
airbytehq/airbyte,2024-Q2,ctdio,1
airbytehq/airbyte,2024-Q2,carlonuccio,1
airbytehq/airbyte,2024-Q2,gndaniela,1
airbytehq/airbyte,2024-Q2,kikoncuo,1
airbytehq/airbyte,2024-Q2,juftin,1
airbytehq/airbyte,2024-Q2,dependabot[bot],3
airbytehq/airbyte,2024-Q2,abedzantout,1
airbytehq/airbyte,2024-Q2,gosusnp,1
airbytehq/airbyte,2024-Q2,nataliekwong,13
airbytehq/airbyte,2024-Q2,AnjayGoel,2
airbytehq/airbyte,2024-Q2,_name:Anton Karpets,30
airbytehq/airbyte,2024-Q2,jnr0790,2
airbytehq/airbyte,2024-Q2,rodireich,19
airbytehq/airbyte,2024-Q2,roman-yermilov-gl,9
airbytehq/airbyte,2024-Q2,davinchia,3
airbytehq/airbyte,2024-Q2,colesnodgrass,12
airbytehq/airbyte,2024-Q2,strosek,4
airbytehq/airbyte,2024-Q2,oyeliseiev-ua,1
airbytehq/airbyte,2024-Q2,imrehg,2
airbytehq/airbyte,2024-Q2,killthekitten,1
airbytehq/airbyte,2024-Q2,markcusack,2
airbytehq/airbyte,2024-Q2,hemidactylus,2
airbytehq/airbyte,2024-Q2,szemek,3
airbytehq/airbyte,2024-Q2,bindipankhudi,14
airbytehq/airbyte,2024-Q2,amaliaroye,1
airbytehq/airbyte,2024-Q2,girarda,64
airbytehq/airbyte,2024-Q2,aaronsteers,22
airbytehq/airbyte,2024-Q2,vamsikurre,1
airbytehq/airbyte,2024-Q2,_name:Joey Marshment-Howell,1
airbytehq/airbyte,2024-Q2,topefolorunso,1
