repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,size_bytes,qidx,f_latency,f_refactor,f_churn,f_backlog,S_latency,S_refactor,S_churn,S_backlog,CQI,core_size,turnover_core,event_quarter
dagger/dagger,full_rewrite,2023-Q4,263,27,290,15,3,12,0.0517,0.8231,4.1232,137,126,11,28,0.4194,0,261,27,143745,65190,0.312,78555,2947,11,0.0421,0,27239069,3,0.8231,0.0517,0.0076704163420563305,0.0859375,3.0870911931000005,0.11804515160000001,0.23369922575522767,0.14321022727272728,-0.2094360233188589,8,0.4545,
dagger/dagger,full_rewrite,2024-Q1,443,35,377,14,1,13,0.0371,0.7793,3.0845,185,117,68,39,0.2857,0,442,33,273184,113170,0.2929,160014,4519,21,0.0475,0,24465571,4,0.7793,0.0371,0.01579174260841899,0.5220729366602687,3.588552985721001,0.14452108795600002,0.22845803804567616,0.6523942434784504,-0.1633210533046265,6,0.25,
dagger/dagger,full_rewrite,2024-Q2,439,26,427,15,3,12,0.0351,0.7869,4.0846,231,198,33,46,0.5128,0,438,25,110140,203082,0.6484,-92942,3879,20,0.0457,0,30069459,5,0.7869,0.0351,0.010416615742903788,0.25287356321839083,4.0524832170061105,0.16661419003996,0.2183134303644691,0.8465523247837807,-0.035083476571406855,10,0.0,
dagger/dagger,full_rewrite,2024-Q3,471,6,454,20,7,14,0.0441,0.8899,5.6008,239,156,83,34,0.587,0,471,6,74026,35845,0.3262,38181,3713,14,0.0297,0,30292169,6,0.8899,0.0441,0.0036270430156387944,0.5099846390168971,4.57765972747556,0.19571891293636362,0.20229226464730568,1.2803472545701375,0.06592245236866309,12,0.1,
dagger/dagger,full_rewrite,2024-Q4,354,34,325,9,1,8,0.0277,1.1427,7.0225,191,132,59,29,0.4412,0,352,33,86559,35317,0.2898,51242,3184,11,0.0312,1,60389932,7,1.1427,0.0277,0.0020181509725826483,0.29797979797979796,5.308370352002759,0.2058042107720909,0.18610411180163083,1.4630957996386231,0.25389981258539296,8,0.4167,
dagger/dagger,full_rewrite,2025-Q1,455,34,474,6,0,6,0.0127,1.0246,5.4871,148,112,36,43,0.3103,0,454,34,184271,150574,0.4497,33697,4444,6,0.0132,0,49362994,8,1.0246,0.0127,0.006783320314809106,0.1702127659574468,5.855217020322511,0.19998183180260273,0.17613806205429317,1.501629943628594,0.391536830042303,14,0.125,
dagger/dagger,full_rewrite,2025-Q2,365,36,395,17,0,17,0.043,0.7046,4.9381,160,107,53,47,0.4186,0,364,36,92591,58911,0.3888,33680,3901,17,0.0467,0,72106529,9,0.7046,0.043,0.0021010857421801567,0.2620519159456119,6.032847488493486,0.22498346694036847,0.16238672221158693,1.6285351646476325,0.47883232932037606,12,0.3571,
dagger/dagger,full_rewrite,2025-Q3,285,25,293,14,4,10,0.0478,1.0436,6.4704,101,79,22,30,0.5745,0,284,25,244132,61365,0.2009,182767,6743,12,0.0423,1,75040893,10,1.0436,0.0478,0.004071073621152136,0.11924119241192412,6.533491214529073,0.2525349549157353,0.15184299083369623,1.6012081922412698,0.6920592355043065,10,0.4167,
dagger/dagger,full_rewrite,2025-Q4,249,43,283,12,0,12,0.0424,0.5366,4.4259,95,51,44,29,0.4667,0,247,43,77244,32421,0.2956,44823,3695,12,0.0486,0,80319181,11,0.5366,0.0424,0.0013653650178529584,0.29333333333333333,6.4820770052214565,0.2722068089733191,0.13954248667651653,1.7504327882728887,0.7004743866572153,10,0.3,
inngest/inngest,full_rewrite,2023-Q1,311,1,41,0,0,0,0.0,1.0023,2.7496,29,13,16,6,,1,298,0,25776,29241,0.5315,-3465,1448,2,0.0067,0,62011265,0,1.0023,0.0,0.0008872097674511236,,1.0023,0.0,0.0008872097674511236,0.0,-0.47037776840571716,3,,
inngest/inngest,full_rewrite,2023-Q2,211,0,40,4,0,4,0.1,0.2054,1.8896,6,1,5,8,0.0,1,204,0,15485,21262,0.5786,-5777,741,7,0.0343,0,100650867,1,0.2054,0.1,0.00036509372542215657,,1.117493,0.1,0.0011724546138026791,0.0,-0.2396841303675728,5,0.3333,
inngest/inngest,full_rewrite,2023-Q3,283,1,135,1,0,1,0.0074,0.2436,1.694,16,54,-38,9,0.0,1,269,0,34115,11916,0.2589,22199,1324,5,0.0186,0,49084844,2,0.2436,0.0074,0.0009377843800420349,-2.1714285714285713,1.2605186300000002,0.09840000000000002,0.002004718078602473,-2.1714285714285713,0.4171201511302303,6,0.4,
inngest/inngest,full_rewrite,2023-Q4,420,7,267,12,0,12,0.0449,0.1868,0.9252,14,8,6,10,0.1111,0,411,5,61005,18752,0.2351,42253,2758,25,0.0608,0,169902881,3,0.1868,0.0449,0.0004694270016527854,0.35294117647058826,1.3338719533000003,0.134444,0.002293720453181036,-1.6230588235294117,0.3502221311910365,6,0.3333,
inngest/inngest,full_rewrite,2024-Q1,411,0,258,3,0,3,0.0116,0.5632,2.0053,5,2,3,10,0.2,0,403,0,35798,74556,0.6756,-38758,3360,11,0.0273,0,199725076,4,0.5632,0.0116,0.0005525295181262066,0.18461538461538463,1.7770234775030005,0.13394404000000001,0.0026398151305209493,-1.29236814479638,0.36703729971050597,6,0.0,
inngest/inngest,full_rewrite,2024-Q2,246,1,240,0,0,0,0.0,0.7155,1.8775,12,5,7,10,0.4,1,246,1,49929,15347,0.2351,34582,1588,0,0.0,0,200824471,5,0.7155,0.0,0.000325040069444525,0.6829268292682927,2.3325913645277305,0.12188907640000002,0.002727271838218589,-0.493128182496413,0.25504709260261793,6,0.5,
inngest/inngest,full_rewrite,2024-Q3,248,1,263,7,0,7,0.0266,0.219,2.0039,6,2,4,9,0.1,1,247,1,31529,17757,0.3603,13772,1666,7,0.0283,0,205921482,6,0.219,0.0266,0.0002393436542963497,0.3404255319148936,2.341658141720235,0.137519059524,0.002721161027075266,-0.1083211141568422,0.1781521798525682,5,0.3333,
inngest/inngest,full_rewrite,2024-Q4,189,1,191,4,0,4,0.0209,0.607,2.7149,14,5,9,12,0.0,1,189,1,55211,32160,0.3681,23051,1253,4,0.0212,0,204875749,7,0.607,0.0209,0.00042645847752336954,0.972972972972973,2.737908908965414,0.14604234416684,0.0029027150121618615,0.8744007590902466,0.013788670416276377,6,0.2,
inngest/inngest,full_rewrite,2025-Q1,219,6,212,7,0,7,0.033,0.3959,1.7837,14,10,4,10,0.25,0,219,6,45204,21208,0.3193,23996,1985,7,0.032,0,206480489,8,0.3959,0.033,0.0003216381379259519,0.43243243243243246,2.887397107158527,0.1658985331918244,0.002963108798993246,1.228137123204557,-0.009741866479766104,6,0.3333,
inngest/inngest,full_rewrite,2025-Q2,290,7,293,18,0,18,0.0614,0.1845,1.1374,30,12,18,14,0.1,1,290,7,70114,31131,0.3075,38983,1897,18,0.0621,2,216013450,9,0.1845,0.0614,0.0004686976667425107,1.565217391304348,2.8120313675142596,0.2123676652045602,0.003165126673826365,2.6828221734204947,-0.3544654488908299,7,0.3333,
inngest/inngest,full_rewrite,2025-Q3,363,1,365,14,0,14,0.0384,0.3682,2.7367,18,10,8,18,0.2143,1,363,1,86828,31732,0.2676,55096,2101,15,0.0413,5,223083637,10,0.3682,0.0384,0.0005314598667763337,0.5,2.9271485444379763,0.2316545753361498,0.0034117251399583257,2.94136817781265,-0.36094094821302874,10,0.2857,
inngest/inngest,full_rewrite,2025-Q4,344,1,330,7,0,7,0.0212,0.2164,2.7024,28,10,18,22,0.0556,1,337,1,130264,42874,0.2476,87390,3056,7,0.0208,2,251095660,11,0.2164,0.0212,0.0006895300380739357,0.9473684210526315,2.8801051754385587,0.23200566355589633,0.0037941999154360124,3.624013462862143,-0.5695673438249722,11,0.4,
milvus-io/milvus,full_rewrite,2023-Q1,502,0,831,357,350,12,0.4296,0.7248,1.8021,624,545,79,40,,0,501,0,140083,92171,0.3969,47912,3610,8,0.016,0,36912335,0,0.7248,0.4296,0.006292043025725683,,0.7248,0.4296,0.006292043025725683,0.0,0.31404621615665723,17,,
milvus-io/milvus,full_rewrite,2023-Q2,598,4,953,414,406,13,0.4344,0.8224,2.8246,781,606,175,47,0.225,0,598,4,122430,80274,0.396,42156,4773,9,0.0151,0,38522498,1,0.8224,0.4344,0.005261964060586102,,1.4819680000000002,0.8253360000000001,0.010987723213996475,0.0,1.2970823440119732,16,0.1176,
milvus-io/milvus,full_rewrite,2023-Q3,700,0,913,438,434,10,0.4797,0.9163,3.0229,835,895,-60,45,0.234,0,700,0,137826,112306,0.449,25520,4984,9,0.0129,0,40673738,2,0.9163,0.4797,0.006149717540099216,-0.08540925266903915,2.2648908800000003,1.23075576,0.016148545664836006,-0.08540925266903915,2.329903431256514,18,0.3125,
milvus-io/milvus,full_rewrite,2023-Q4,643,3,1008,262,257,7,0.2599,0.9514,3.7488,680,716,-36,46,0.1333,0,643,3,123684,135610,0.523,-11926,3439,6,0.0093,0,43857902,3,0.9514,0.2599,0.00591213870649809,-0.048214285714285716,3.0124507008000005,1.3798877416000002,0.02060731526149886,-0.12593670564311135,2.8251859072053254,19,0.2222,
milvus-io/milvus,full_rewrite,2024-Q1,688,0,1010,57,41,16,0.0564,0.9588,3.9366,714,599,115,44,0.2826,0,688,0,147460,70869,0.3246,76591,3503,10,0.0145,0,43169864,4,0.9588,0.0564,0.0050574400697671875,0.15753424657534246,3.7001301377280007,1.3120978448560001,0.02381009695773115,0.042931844440111125,2.8098122866248216,20,0.2105,
milvus-io/milvus,full_rewrite,2024-Q2,733,0,1246,67,46,23,0.0538,0.9013,3.466,737,713,24,51,0.1591,0,730,0,154146,59441,0.2783,94705,4174,14,0.0192,0,46057691,5,0.9013,0.0538,0.004637379672376542,0.03189368770764119,4.268418425332481,1.2478090388189602,0.02630456790391189,0.07096166614814231,2.8128373320895097,22,0.2,
milvus-io/milvus,full_rewrite,2024-Q3,685,0,1187,66,51,15,0.0556,1.0136,3.558,700,612,88,56,0.1961,0,684,0,149425,64620,0.3019,84805,4909,9,0.0132,0,49674918,6,1.0136,0.0556,0.0043089150142130075,0.11867835468644639,4.897860767052558,1.191106225325254,0.028246071806772827,0.18325347088125588,2.82372064512309,18,0.3182,
milvus-io/milvus,full_rewrite,2024-Q4,704,0,1119,52,40,12,0.0465,0.9459,3.1379,640,621,19,51,0.2679,0,700,0,166477,69703,0.2951,96774,4897,9,0.0129,0,52680345,7,0.9459,0.0465,0.004483266007464454,0.026845637583892617,5.402953298017828,1.1304066650459812,0.03018719135162773,0.19360629608583546,2.82397753683365,19,0.2222,
milvus-io/milvus,full_rewrite,2025-Q1,517,1,1019,108,96,13,0.106,1.0955,5.0163,623,601,22,50,0.2353,0,516,1,227877,94371,0.2929,133506,6255,8,0.0155,0,57166155,8,1.0955,0.106,0.005637041707632777,0.031529917592260835,6.012187501196223,1.134670065191843,0.03310738583761401,0.20771164703037112,2.978934625759348,19,0.2105,
milvus-io/milvus,full_rewrite,2025-Q2,554,0,802,50,42,11,0.0623,1.1038,4.4451,652,751,-99,47,0.28,0,552,0,800588,123358,0.1335,677230,4966,10,0.0181,0,62455421,9,1.1038,0.0623,0.014793687804938501,-0.14666666666666667,6.574890626088563,1.0948497593245772,0.044921408917167255,0.04235093213097105,3.066697781187468,17,0.3158,
milvus-io/milvus,full_rewrite,2025-Q3,583,1,741,41,21,20,0.0553,1.1912,4.814,543,478,65,50,0.2979,0,582,1,243062,116903,0.3248,126159,5347,18,0.0309,1,75531673,10,1.1912,0.0553,0.004765749065296091,0.0994263862332696,7.174350469740593,1.0516132809853653,0.045644231179918296,0.13796573447245325,3.1043164014283207,20,0.1176,
milvus-io/milvus,full_rewrite,2025-Q4,572,0,1123,39,27,13,0.0347,1.009,3.8496,551,480,71,49,0.36,0,571,0,208314,110388,0.3464,97926,3975,8,0.014,0,80310885,11,1.009,0.0347,0.0039683537293855,0.11554109031733116,7.537658927463939,0.9916680856966824,0.04550460410311115,0.2410899086872636,3.0472200740002076,16,0.35,
qdrant/qdrant,fuzzy,2023-Q1,101,71,205,1,0,1,0.0049,0.6008,1.7358,77,54,23,12,,0,100,57,49534,4804,0.0884,44730,711,1,0.01,0,6800480,0,0.6008,0.0049,0.007990318330470791,,0.6008,0.0049,0.007990318330470791,0.0,-0.5778816964486773,3,,2025-Q1
qdrant/qdrant,fuzzy,2023-Q2,210,102,309,6,0,6,0.0194,0.4966,2.4888,137,116,21,28,0.5,0,210,71,73026,10680,0.1276,62346,1299,6,0.0286,0,8167372,1,0.4966,0.0194,0.01024882912153383,,1.043328,0.023859,0.01752001880226225,0.0,-0.4453652756824115,6,0.0,2025-Q1
qdrant/qdrant,fuzzy,2023-Q3,156,115,312,11,3,9,0.0353,0.5504,2.5559,155,96,59,17,0.7143,0,153,68,34682,4655,0.1183,30027,778,6,0.0392,0,12360586,2,0.5504,0.0353,0.003182454294642665,0.5514018691588785,1.4998284800000001,0.057011690000000004,0.019125671404701314,0.5514018691588785,-0.4233193608975159,5,0.1667,2025-Q1
qdrant/qdrant,fuzzy,2023-Q4,290,58,305,10,0,10,0.0328,0.7348,1.8864,144,139,5,22,0.5294,0,285,49,70930,21315,0.2311,49615,2002,13,0.0456,0,13322161,3,0.7348,0.0328,0.006924176940963257,0.04065040650406504,2.0996439168000003,0.08468063790000001,0.02432853791924145,0.5424261074386445,-0.22154033640149093,5,0.0,2025-Q1
qdrant/qdrant,fuzzy,2024-Q1,244,81,357,11,0,11,0.0308,0.6185,2.0032,153,98,55,27,0.6818,0,240,66,45967,16580,0.2651,29387,1461,8,0.0333,0,12740800,4,0.6185,0.0308,0.004909189375863368,0.42884990253411304,2.529175964288,0.10785938048900001,0.027048158882373087,0.9224576603032795,-0.17945954636085593,6,0.2,2025-Q1
qdrant/qdrant,fuzzy,2024-Q2,376,96,430,21,2,19,0.0488,0.527,1.5553,120,102,18,21,0.6667,0,373,77,72982,22373,0.2346,50609,2531,24,0.0643,0,13738230,5,0.527,0.0488,0.0069408504589019105,0.12224108658743633,2.8285501275020803,0.14695203624499,0.03155467504186142,0.9616775574634208,-0.04419178586065681,6,0.1667,2025-Q1
qdrant/qdrant,fuzzy,2024-Q3,265,87,382,23,7,16,0.0602,0.5738,1.9219,111,65,46,22,0.5238,0,263,55,71981,19848,0.2161,52133,1941,13,0.0494,0,15472087,6,0.5738,0.0602,0.00593513984247891,0.32167832167832167,3.147780616026893,0.19392635298294092,0.0346498941305728,1.1968048989700346,0.05853448605072023,7,0.0,2025-Q1
qdrant/qdrant,fuzzy,2024-Q4,250,81,396,15,2,13,0.0379,0.5229,1.6301,92,47,45,18,0.4545,0,247,66,56989,13703,0.1938,43286,1851,12,0.0486,0,17284066,7,0.5229,0.0379,0.004090009839120031,0.3409090909090909,3.387380360584473,0.21437298121447623,0.03562141349794128,1.4300015489718223,0.09216956562306886,5,0.4286,2025-Q1
qdrant/qdrant,fuzzy,2025-Q1,337,130,407,25,8,17,0.0614,0.2283,1.1438,91,67,24,18,0.2778,0,335,97,63331,26046,0.2914,37285,2909,18,0.0537,0,18857596,8,0.2283,0.0614,0.004739575500503882,0.20168067226890757,3.3108161281318704,0.2564794129051734,0.037155061783630455,1.5029820818332658,0.13334970666198828,6,0.2,2025-Q1
qdrant/qdrant,fuzzy,2025-Q2,156,50,346,19,5,14,0.0549,0.6361,3.9759,85,76,9,13,0.3889,0,156,34,36047,8287,0.1869,27760,1073,3,0.0192,1,20647539,9,0.6361,0.0549,0.0021471808335124104,0.08695652173913043,3.648942676600002,0.2882962657437078,0.03595828705661613,1.4546702162074023,0.3006150474841136,6,0.1667,2025-Q1
qdrant/qdrant,fuzzy,2025-Q3,369,123,389,21,2,20,0.054,0.4763,1.6281,86,63,23,25,0.1538,0,358,81,84630,30195,0.263,54435,2502,27,0.0754,1,21564574,10,0.4763,0.054,0.0053247052318306865,0.24274406332453827,3.796837835706002,0.31634960182677413,0.03804674645335136,1.5664939600732746,0.35873973481486,7,0.1667,2025-Q1
qdrant/qdrant,fuzzy,2025-Q4,265,66,354,16,2,15,0.0452,0.5988,2.7115,65,53,12,16,0.56,0,263,46,57630,27721,0.3248,29909,1910,15,0.057,1,24085461,11,0.5988,0.0452,0.0035436730897531916,0.13559322033898305,4.053922430492462,0.3330781376623645,0.03816621236230293,1.561102724005663,0.4597590089534734,6,0.2857,2025-Q1
triggerdotdev/trigger.dev,full_rewrite,2023-Q1,1866,0,56,0,0,0,0.0,0.0008,0.0107,52,7,45,6,,1,1755,0,1307965,761836,0.3681,546129,6461,11,0.0063,0,1483319,0,0.0008,0.0,1.3953849441691235,,0.0008,0.0,1.3953849441691235,0.0,-3.5478744716907684,3,,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2023-Q2,1028,9,11,0,0,0,0.0,0.0775,0.194,2,0,2,6,0.3333,1,987,9,80337,587350,0.8797,-507013,4195,10,0.0101,0,49320658,1,0.0775,0.0,0.0135376742135111,,0.078228,0.0,1.2833379734074135,0.0,-3.3013801597389856,3,0.0,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2023-Q3,777,55,169,4,0,4,0.0237,0.6529,2.0581,161,129,32,32,0.3333,1,665,55,84007,33403,0.2845,50604,3641,15,0.0226,0,4559906,2,0.6529,0.0237,0.02574833779468261,1.1851851851851851,0.72408748,0.0237,1.1935858935954289,1.1851851851851851,-3.247458890171787,5,0.0,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2023-Q4,292,23,140,0,0,0,0.0,1.1525,4.0797,98,89,9,23,0.8125,1,253,23,65791,13913,0.1746,51878,1973,3,0.0119,0,17306347,3,1.1525,0.0,0.0046054779786860855,0.1255813953488372,1.8114196068000001,0.021567,1.0907686411505264,1.2040999138673556,-2.7702477891254347,7,0.4,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2024-Q1,223,14,133,2,0,2,0.015,0.0915,1.7391,37,27,10,20,0.7391,1,208,14,72748,19884,0.2147,52864,2351,3,0.0144,0,22472682,4,0.0915,0.015,0.0041219824140260606,0.12779552715654952,1.739891842188,0.03462597,0.9967214458610051,1.2235264487758433,-2.577630587078664,4,0.4286,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2024-Q2,397,43,146,4,0,4,0.0274,0.2121,1.9094,37,19,18,16,0.75,1,353,42,267895,17110,0.06,250785,2139,13,0.0368,0,25375020,5,0.2121,0.0274,0.011231715285347558,0.24161073825503357,1.79540157639108,0.0589096327,0.9182482310188622,1.355019806641051,-2.3935320421014112,3,0.25,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2024-Q3,293,20,119,1,0,1,0.0084,0.2528,2.1405,40,14,26,18,0.5625,1,272,20,67114,337781,0.8342,-270667,3200,2,0.0074,0,37053728,6,0.2528,0.0084,0.010927240573472122,0.3123123123123123,1.8866154345158828,0.062007765757,0.8465331308006369,1.5453803363556688,-2.2736192812173908,5,0.0,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2024-Q4,203,18,144,1,0,1,0.0069,0.1427,1.9441,43,24,19,18,0.6667,1,184,18,42655,11807,0.2168,30848,1825,2,0.0109,0,20940270,7,0.1427,0.0069,0.0026008260638473142,0.3584905660377358,1.8595200454094534,0.06332706683887,0.7729459750924268,1.7647866721213945,-2.19222568838633,5,0.4,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2025-Q1,372,11,203,2,0,2,0.0099,0.0338,0.6495,57,24,33,15,0.5556,1,349,11,118627,95094,0.4449,23533,3283,4,0.0115,0,25825524,8,0.0338,0.0099,0.008275572646657625,0.8407643312101911,1.7259632413226027,0.06752763082337171,0.7116564099807661,2.4467202028406603,-2.2903425188181683,4,0.4,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2025-Q2,278,22,300,10,0,10,0.0333,0.0545,0.8027,35,126,-91,12,0.6,1,277,22,71924,19562,0.2138,52362,1900,8,0.0289,7,28125892,9,0.0545,0.0333,0.0032527323933406274,-2.056497175141243,1.6251265496035685,0.09475014404926826,0.6508600654758379,0.17001820944375767,-1.4830201954823703,4,0.25,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2025-Q3,314,13,288,5,0,5,0.0174,0.067,0.9436,39,35,4,13,0.4167,1,309,13,70572,30782,0.3037,39790,1919,6,0.0194,0,30797186,10,0.067,0.0174,0.0032910149648087976,0.09142857142857143,1.5458651601392472,0.10362263108483412,0.5955736745478213,0.2461451420223909,-1.3955503759564063,5,0.25,2024-Q2
triggerdotdev/trigger.dev,full_rewrite,2025-Q4,172,9,175,1,0,1,0.0057,0.0414,1.1338,48,24,24,14,0.5385,1,169,9,71712,8525,0.1062,63187,1036,1,0.0059,0,35089224,11,0.0414,0.0057,0.002286656439025269,0.5517241379310345,1.4481372957267151,0.09999659428719905,0.5442587002775426,0.7757162171714103,-1.4765803562984485,5,0.4,2024-Q2
tursodatabase/libsql,pivot,2023-Q1,927,202,32,0,0,0,0.0,0.1695,1.5783,24,7,17,22,,1,861,0,52379,43268,0.4524,9111,3114,14,0.0163,0,280323,0,0.1695,0.0,0.3412028267391545,,0.1695,0.0,0.3412028267391545,0.0,-1.372391174104806,5,,2023-Q2
tursodatabase/libsql,pivot,2023-Q2,631,34,18,0,0,0,0.0,0.9994,3.4792,6,3,3,27,0.3182,1,580,0,46814,48815,0.5105,-2001,2172,7,0.0121,0,109531495,1,0.9994,0.0,0.0008730730827694811,,1.153645,0.0,0.3113676454154,0.0,-1.059524091265858,6,0.2,2023-Q2
tursodatabase/libsql,pivot,2023-Q3,1495,0,186,8,0,8,0.043,0.1037,0.5531,56,25,31,26,0.3333,1,1237,0,1469320,49481,0.0326,1419839,7051,41,0.0331,0,108871076,2,0.1037,0.043,0.013950454572525764,2.066666666666667,1.15351695,0.043,0.29729501190053975,2.066666666666667,-1.5392186201759201,6,0.5,2023-Q2
tursodatabase/libsql,pivot,2023-Q4,1525,0,234,3,0,3,0.0128,0.0888,1.0023,111,42,69,33,0.4231,1,1209,0,2353964,1147580,0.3277,1206384,9319,17,0.0141,0,109855703,3,0.0888,0.0128,0.03187403024492957,2.4069767441860463,1.1385004245,0.05193,0.30241249107442075,4.287643410852713,-2.174687168788692,6,0.1667,2023-Q2
tursodatabase/libsql,pivot,2024-Q1,841,0,293,20,0,20,0.0683,0.1367,1.1512,81,33,48,28,0.5758,1,749,0,663258,19600,0.0287,643658,2902,29,0.0387,0,124475166,4,0.1367,0.0683,0.00548589748416162,0.9746192893401016,1.172735386295,0.1155563,0.2806812643618845,4.876374793216071,-2.16306472871326,7,0.0,2023-Q2
tursodatabase/libsql,pivot,2024-Q2,392,0,143,5,0,5,0.035,0.2053,2.0038,73,23,50,28,0.5357,0,367,0,102285,8535,0.077,93750,2607,5,0.0136,0,110599376,5,0.2053,0.035,0.001001994803297986,0.7874015748031497,1.2724892015284501,0.14015623300000002,0.2564219453726129,5.224902636629775,-2.1390994478218968,5,0.2857,2023-Q2
tursodatabase/libsql,pivot,2024-Q3,1143,0,188,6,0,6,0.0319,0.2882,1.7678,44,26,18,28,0.4643,1,969,0,92039,40948,0.3079,51091,3376,30,0.031,0,110798463,6,0.2882,0.0319,0.0012002603321311415,0.22429906542056074,1.4461651733908896,0.15944217203,0.2345442306212089,4.978960464753656,-1.940592456296198,5,0.2,2023-Q2
tursodatabase/libsql,pivot,2024-Q4,307,0,67,5,0,5,0.0746,0.2461,1.405,43,11,32,12,0.7143,1,225,0,11791,4872,0.2924,6919,658,3,0.0133,0,111136212,7,0.2461,0.0746,0.00014993312890671494,0.41423948220064727,1.5621103077857095,0.2196923765473,0.2135851829942068,4.945093505126475,-1.7371693895119569,5,0.4,2023-Q2
tursodatabase/libsql,pivot,2025-Q1,138,0,42,1,0,1,0.0238,0.8052,6.6406,54,16,38,12,0.6667,1,92,0,70166,83309,0.5428,-13143,1601,6,0.0652,0,157845573,8,0.8052,0.0238,0.0009723110828074982,0.6307053941908713,2.2267203800849957,0.223720062658043,0.1953348276075357,5.1307404838559645,-1.5750350488934788,3,0.6,2023-Q2
tursodatabase/libsql,pivot,2025-Q2,93,0,35,0,0,0,0.0,1.2167,3.8571,53,20,33,13,0.6667,1,56,0,1720,609,0.2615,1111,117,1,0.0179,0,158098820,9,1.2167,0.0,1.473129274462643e-05,0.616822429906542,3.243015545877346,0.20358525701881913,0.17776942441560212,5.28579627021547,-1.3639807218286781,4,0.0,2023-Q2
tursodatabase/libsql,pivot,2025-Q3,95,0,24,0,0,0,0.0,0.1591,2.3272,18,4,14,10,0.6154,1,68,0,1574,683,0.3026,891,150,1,0.0147,0,158127719,10,0.1591,0.0,1.4273272353976091e-05,0.28865979381443296,3.1102441467483852,0.1852625838871254,0.1617844494905519,5.09873439971051,-1.3488333095285265,4,0.25,2023-Q2
tursodatabase/libsql,pivot,2025-Q4,56,0,22,1,0,1,0.0455,1.5604,3.6534,12,4,8,13,0.5,1,33,0,1568,244,0.1347,1324,72,0,0.0,0,158147775,11,1.5604,0.0455,1.1457638275340896e-05,0.19047619047619047,4.390722173541031,0.21408895133728412,0.14723530667467757,4.830324494212755,-0.8554429554265371,7,0.5,2023-Q2
weaviate/weaviate,migration,2023-Q1,797,7,167,3,0,3,0.018,0.9765,3.748,147,107,40,22,,1,604,7,82692,37540,0.3122,45152,8719,33,0.0546,0,9066565,0,0.9765,0.018,0.013261031052002605,,0.9765,0.018,0.013261031052002605,0.0,-0.46571681710001905,6,,2024-Q1
weaviate/weaviate,migration,2023-Q2,603,6,156,12,0,12,0.0769,1.5468,5.795,129,56,73,24,0.4091,1,429,6,57767,26064,0.3109,31703,2822,26,0.0606,0,10676483,1,1.5468,0.0769,0.007851930265800076,,2.435415,0.09328,0.019919468523122447,0.0,0.0470091208649987,7,0.1667,2024-Q1
weaviate/weaviate,migration,2023-Q3,705,7,214,6,0,6,0.028,0.3588,1.7337,129,46,83,24,0.4167,1,497,7,87087,41804,0.3243,45283,2397,17,0.0342,0,11633132,2,0.3588,0.028,0.011079647338309236,0.6014492753623188,2.57502765,0.11288480000000001,0.029206363694350663,0.6014492753623188,-0.06952483579938924,7,0.2857,2024-Q1
weaviate/weaviate,migration,2023-Q4,720,15,247,19,0,19,0.0769,0.5764,1.9453,75,33,42,21,0.5,0,476,15,62619,27492,0.3051,35127,2104,26,0.0546,0,12643595,3,0.5764,0.0769,0.007127007785364843,0.3111111111111111,2.9196751615000003,0.179625168,0.033704798747223944,0.8584299516908213,0.07046558818113316,7,0.4286,2024-Q1
weaviate/weaviate,migration,2024-Q1,833,12,382,18,0,18,0.0471,0.176,1.6114,113,50,63,30,0.381,1,535,12,75114,59901,0.4437,15213,9354,23,0.043,0,13783078,4,0.176,0.0471,0.009795707460989483,0.525,2.8329043969650005,0.21055890288,0.040467074320963276,1.3061712560386474,-0.03195519163049787,8,0.2857,2024-Q1
weaviate/weaviate,migration,2024-Q2,1292,10,451,17,0,17,0.0377,0.1064,1.1182,92,39,53,31,0.3,1,832,10,109991,52996,0.3252,56995,4317,54,0.0649,0,15284660,5,0.1064,0.0377,0.010663436412717064,0.47533632286995514,2.68434300123815,0.22930860162080002,0.047488474044793644,1.6639521658651244,-0.14943789860554052,9,0.375,2024-Q1
weaviate/weaviate,migration,2024-Q3,1426,3,455,6,0,6,0.0132,0.1682,1.2432,98,60,38,35,0.3548,1,853,3,71366,27905,0.2811,43461,2968,19,0.0223,0,17135105,6,0.1682,0.0132,0.005793428169830299,0.37163814180929094,2.6109521311267168,0.221870827474928,0.049007939550592516,1.8858346127465542,-0.2502113751303504,10,0.2222,2024-Q1
