repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,qidx,f_latency,f_refactor,f_churn,f_backlog,S_latency,zS_latency,S_refactor,zS_refactor,S_churn,zS_churn,S_backlog,zS_backlog,CQI_F,ACT,CQI_2SIG,event_quarter_debt
appwrite/appwrite,full_rewrite,2023-Q4,1201,0,188,11,0,11,0.0585,0.2117,1.8944,350,240,110,29,0.2759,1,811,0,94356,116407,0.5523,-22051,2524,33,0.0407,0,3,0.2117,0.0585,259.8803945745993,3.793103448275862,6.065150812300001,0.02744690474747562,0.1952373007,-0.7666474997250002,1429.0552777431822,-0.8003009456618497,0.05361684557721125,0.21222070794275363,-0.8259070644834111,-0.5330680110834993,-0.36960029748876233,
appwrite/appwrite,full_rewrite,2024-Q1,1635,0,267,19,0,19,0.0712,0.6264,4.438,152,193,-41,25,0.4138,0,1073,0,153019,75974,0.3318,77045,17055,36,0.0336,0,4,0.6264,0.0712,213.41379310344828,-1.64,6.145687239193001,0.16481519233348887,0.248865943637,-0.39187516654939203,1513.8540958497442,-0.7637277206409723,-1.5912086705247377,-0.3775219096828116,-0.662587819528828,0.10149718529539842,-0.11352998710795158,
appwrite/appwrite,full_rewrite,2024-Q2,1122,0,194,15,0,15,0.0773,0.902,6.4262,146,158,-12,27,0.36,0,717,0,73669,17341,0.1905,56328,1949,35,0.0488,0,5,0.902,0.0773,126.93165969316597,-0.4444444444444444,6.494575387665631,0.7599020289821273,0.30376800870966997,-0.008203794375852188,1504.5388869164333,-0.7677453147542104,-1.8924443346219557,-0.4855282041667899,-0.15227697742823973,0.2641908107176385,0.3758491173031376,
appwrite/appwrite,full_rewrite,2024-Q3,1255,0,190,8,0,8,0.0421,0.909,5.7372,140,86,54,20,0.3704,0,817,0,493662,105926,0.1767,387736,22761,43,0.0526,0,6,0.909,0.0421,733.8898408812729,2.7,6.819063602775724,1.3133707160240329,0.3185288879257997,0.0949494618057547,2103.0202279752275,-0.5096238780870879,0.9778756554940204,0.5436083260139972,0.6048778661524534,-0.6400456776572823,0.7041600889148938,
appwrite/appwrite,full_rewrite,2024-Q4,1151,0,170,9,0,9,0.0529,0.4567,3.99,154,170,-16,20,0.25,1,779,0,1314866,56321,0.0411,1258545,56304,32,0.0411,0,7,0.4567,0.0529,1760.188703465982,-0.8,6.662047878525909,1.045554250899115,0.34276128801247774,0.26429242149238613,3673.937110923439,0.16790321405895714,0.08986684649955856,0.22521793483618005,0.8647579405314554,-0.13691808392582416,0.6549233361957505,
appwrite/appwrite,full_rewrite,2025-Q1,1802,0,223,7,0,7,0.0314,0.5473,4.1641,131,108,23,18,0.2,1,1261,0,365966,206855,0.3611,159111,5040,40,0.0317,0,8,0.5473,0.0314,454.25931800158605,1.2777777777777777,6.609763569458577,0.9563746550158828,0.34331277209135475,0.26814635035634665,3797.5420889419156,0.22121330464405856,1.359556608092376,0.6804578105821961,0.9613402618983238,-0.5562040631408185,0.6122605026861148,
appwrite/appwrite,full_rewrite,2025-Q2,1792,0,275,15,0,15,0.0545,0.1418,2.6117,111,83,28,20,0.1667,1,1196,0,952529,180140,0.159,772389,29338,41,0.0343,0,9,0.1418,0.0545,947.0476588628762,1.4,6.1566848482073055,0.18357344591037814,0.36691462260313285,0.4330828488232574,4402.810959800019,0.4822621624737508,2.637196513364062,1.1385481640827078,0.9006647213270476,-0.8928118167606197,0.3083281473668178,
appwrite/appwrite,full_rewrite,2025-Q3,1615,0,244,13,0,13,0.0533,0.1518,1.2146,126,119,7,28,0.15,1,1078,3,408471,450817,0.5246,-42346,18816,55,0.051,2,10,0.1518,0.0533,797.113172541744,0.25,5.754383211868648,-0.5026189891018523,0.3871923065688509,0.5747891183657717,4803.671145959762,0.6551507724530519,2.6498488271612963,1.1430845775714067,0.7115405070566967,-0.8236982421706501,0.03608506463195971,
appwrite/appwrite,full_rewrite,2025-Q4,1667,0,254,20,0,20,0.0787,0.1931,2.9034,103,66,37,25,0.2857,1,1026,19,338252,216687,0.3905,121565,8861,88,0.0858,3,11,0.1931,0.0787,540.8762183235867,1.48,5.42958872280047,-1.0566100773822709,0.4310449989776543,0.8812443063030503,4912.21696114697,0.7019659358310086,3.8913624327167797,1.5882220565261427,0.7241594705625156,-1.1786887714884695,-0.08768288553961029,
appwrite/appwrite,full_rewrite,2026-Q1,2238,0,315,25,0,25,0.0794,0.1559,1.2514,96,276,-180,19,0.36,1,1478,19,817553,4097268,0.8337,-3279715,113859,122,0.0825,300,12,0.1559,0.0794,3325.3186738836266,-9.473684210526315,5.096825737748428,-1.624192762535913,0.4716509490696654,1.1650103280290256,7795.4361085273695,1.945481175974265,-5.932544396754045,-1.9340825722662862,0.4216971361196251,2.5414496079739157,-0.22959121725344367,
appwrite/appwrite,full_rewrite,2026-Q2,2903,0,423,63,0,63,0.1489,0.0844,1.2167,79,34,45,24,0.1579,1,1952,22,465037,426914,0.4786,38123,7236,287,0.147,250,13,0.0844,0.1489,456.9421106557377,1.875,4.722511421351069,-2.262648162733252,0.5781023636533955,1.9089233347455115,7550.788969415644,1.839966322474737,-3.5236154010461807,-1.0703750983150946,0.6544849834136531,1.825747248646493,-0.17686241399387037,
astral-sh/ruff,full_rewrite,2023-Q1,1585,0,1297,62,4,58,0.0478,0.0187,0.2359,924,770,154,122,,0,1573,0,212483,125319,0.371,87164,14297,128,0.0814,0,0,0.0187,0.0478,214.75015893197713,1.2622950819672132,0.0187,-1.308708594044301,0.0478,-2.220587229699642,214.75015893197713,-1.935191246220473,1.2622950819672132,-2.0258896991516,-3.57157430570669,1.0806128853118444,-1.7646479118719716,
astral-sh/ruff,full_rewrite,2023-Q2,931,1,932,40,6,35,0.0429,0.1002,0.8766,549,479,70,81,0.8197,0,929,0,136052,78444,0.3657,57608,8253,35,0.0377,0,1,0.1002,0.0429,230.88912809472552,0.8641975308641975,0.117217,-1.13480540821501,0.086398,-1.5538322387902466,426.3117727228247,-1.5673548717471273,2.0128860554543615,-1.7804554544830846,-2.8278836187416454,1.051133796612077,-1.3443188235026282,
astral-sh/ruff,full_rewrite,2023-Q3,1218,38,1281,46,6,40,0.0359,0.0968,0.8869,856,657,199,72,0.7901,0,1213,37,323137,174094,0.3501,149043,10500,39,0.0322,0,2,0.0968,0.0359,409.9183841714757,2.763888888888889,0.20346746999999998,-0.9825552228432095,0.11452218,-1.0680055798899357,797.8620973492461,-0.9213505144534129,4.595615199352358,-0.9359340053761301,-1.8931152787854237,0.48858923409346067,-1.0252804013665726,
astral-sh/ruff,full_rewrite,2023-Q4,722,78,802,21,5,16,0.0262,0.0893,0.7729,675,565,110,103,0.6806,0,720,78,98165,51627,0.3447,46538,4053,16,0.0222,0,3,0.0893,0.0262,208.04444444444445,1.0679611650485437,0.2744553977,-0.8572466285655785,0.1304151838,-0.7934644222083981,934.0989530322585,-0.6844792306408878,5.24997099645919,-0.7219675090016178,-1.4815390440607645,0.38952192925393203,-0.8253555253869883,
astral-sh/ruff,full_rewrite,2024-Q1,540,76,657,25,6,21,0.0381,0.0934,0.8032,540,421,119,92,0.767,0,537,69,78196,41709,0.3479,36487,3189,20,0.0372,0,4,0.0934,0.0381,223.28677839851025,1.2934782608695652,0.343154411907,-0.7359784470950809,0.156777817258,-0.33806731791189276,1073.3168256578656,-0.44242493444365044,6.070951867647429,-0.45351661214196465,-0.9526685965711552,0.2709802459647902,-0.5370228825034868,
astral-sh/ruff,full_rewrite,2024-Q2,587,124,819,30,13,21,0.0366,0.1351,1.0005,512,380,132,86,0.7935,0,587,45,79936,112795,0.5852,-32859,3241,21,0.0358,0,5,0.1351,0.0366,328.33219761499146,1.5348837209302326,0.44737051483537005,-0.5520151482333936,0.17926781370477998,0.05043253639209002,1305.0505089636492,-0.039515936052178006,7.059449920489393,-0.13028960632223666,-0.3230742596426965,0.12803694862081844,-0.2507913059206518,
astral-sh/ruff,full_rewrite,2024-Q3,622,150,778,23,9,16,0.0296,0.1209,0.8027,550,387,163,86,0.7907,0,622,52,74260,34353,0.3163,39907,3333,16,0.0257,0,6,0.1209,0.0296,174.61897106109325,1.8953488372093024,0.5280071685001867,-0.40967452715353136,0.1927337104713498,0.2830470209814758,1362.2149342180142,0.05987428203911456,8.31944826485465,0.2817147380627571,0.04420329197658754,-0.20128862495015096,-0.06331375308602777,
astral-sh/ruff,full_rewrite,2024-Q4,712,155,869,28,13,19,0.0322,0.1653,0.9967,612,480,132,85,0.7442,0,710,63,87362,35629,0.2897,51733,4620,19,0.0268,0,7,0.1653,0.0322,173.22676056338028,1.5529411764705883,0.6457865233351698,-0.2017692414594677,0.20758767652892832,0.5396394870079341,1412.8423507017733,0.1478987823000579,9.12363909748832,0.5446754937188054,0.4173006735278793,-0.3878117705914015,0.16893512277423317,
astral-sh/ruff,full_rewrite,2025-Q1,910,147,1022,48,15,35,0.047,0.2269,1.0872,600,508,92,72,0.6706,0,896,59,137368,62489,0.3127,74879,5005,35,0.0391,0,8,0.2269,0.047,223.0546875,1.2777777777777777,0.8145657362350046,0.09616149968207564,0.23590478564132478,1.0287988690696022,1508.7412266386136,0.3146355272539412,9.580289356492148,0.6939946506966578,0.9883292415157595,-0.40723926916259934,0.5624801843758389,
astral-sh/ruff,full_rewrite,2025-Q2,1097,157,1205,19,5,15,0.0158,0.3459,1.9313,504,357,147,99,0.5972,0,1095,84,166767,81558,0.3284,85209,9575,24,0.0219,0,9,0.3459,0.0158,226.78082191780823,1.4848484848484849,1.087154819973854,0.577338454770774,0.23047335493360557,0.9349744861443124,1599.7353381589467,0.47284449286124836,10.20291179925634,0.89758472085637,1.3341666836343573,-0.5825490309132633,0.7561564704575432,
astral-sh/ruff,full_rewrite,2025-Q3,918,145,1012,15,6,11,0.0148,0.3253,2.4357,368,243,125,92,0.6364,0,917,78,136770,56063,0.2907,80707,4315,14,0.0153,1,10,0.3253,0.0148,210.2868047982552,1.358695652173913,1.3146108861762071,0.9788461595200791,0.22453075298958108,0.8323199572784074,1666.0459625228966,0.5881369564516091,10.643345389497181,1.0416012216746473,1.5929623795968098,-0.7125190366356352,0.9055830583992432,
astral-sh/ruff,full_rewrite,2025-Q4,967,139,1077,18,3,15,0.0167,0.2736,1.6712,341,235,106,86,0.6087,0,966,74,355126,69700,0.1641,285426,5361,18,0.0186,5,11,0.2736,0.0167,439.7784679089027,1.2325581395348837,1.4698959064203485,1.252956817904136,0.22102298522051878,0.7717255827778268,1955.8802938047386,1.092063957698711,10.91800244397732,1.1314107838600715,2.015156410839929,-0.6860349783114041,1.0123412003409813,
astral-sh/ruff,full_rewrite,2026-Q1,1099,215,1290,26,13,13,0.0202,0.3295,2.5239,283,280,3,124,0.5349,0,1098,120,172810,78849,0.3133,93961,4384,19,0.0173,45,12,0.3295,0.0202,229.1976320582878,0.024193548387096774,1.667105274842517,1.601072751641435,0.22133091655067208,0.777044893395918,2009.0486994206,1.184506406060829,9.959575772406458,0.8180167589968329,2.1811670540409915,-0.36655950973290014,1.1890588225186765,
astral-sh/ruff,full_rewrite,2026-Q2,1027,182,1228,23,0,23,0.0187,0.1927,1.7908,220,183,37,106,0.75,0,1024,110,312684,193951,0.3828,118733,5194,23,0.0225,21,13,0.1927,0.0187,494.7607421875,0.3490566037735849,1.7097658001066907,1.6763775340910705,0.2201111340611116,0.7559739554525443,2322.9950586602463,1.7303563288922166,9.412270556663461,0.6390545186104966,2.476569368376059,-0.06487281955957408,1.2161757447718073,
dagger/dagger,full_rewrite,2023-Q1,466,99,311,3,0,3,0.0096,0.8961,5.0584,184,244,-60,29,,0,449,72,65181,25669,0.2825,39512,2125,9,0.02,0,0,0.8961,0.0096,202.33853006681514,-2.0689655172413794,0.8961,-1.9379520256429803,0.0096,-1.8942645136867493,202.33853006681514,-1.353268761024275,-2.0689655172413794,-0.2757181339854189,-2.962168659950313,-0.3816231754646382,-1.9161082696648648,2023-Q4
dagger/dagger,full_rewrite,2023-Q2,294,73,316,4,0,4,0.0127,0.7562,5.0176,102,87,15,31,0.3448,0,291,44,59044,24829,0.296,34215,1923,8,0.0275,0,1,0.7562,0.0127,288.2233676975945,0.4838709677419355,1.5716510000000001,-1.5772613307785432,0.021435999999999997,-1.7576348709435152,472.35143005839626,-1.2229656104417561,-1.3988876529477199,-0.18982566205751125,-2.5946888638061054,-0.4108913223381647,-1.6674481008610291,2023-Q4
dagger/dagger,full_rewrite,2023-Q3,249,50,262,14,6,10,0.0534,1.0577,4.5022,98,89,9,31,0.4194,0,243,50,70373,22161,0.2395,48212,1876,10,0.0412,0,2,1.0577,0.0534,380.798353909465,0.2903225806451613,2.4879024100000002,-1.0880556930940153,0.07290676,-1.1634787750899553,810.6381552626056,-1.0597147950335821,-0.982665183537264,-0.13647309114802889,-1.8864061665315957,-0.3233356486654404,-1.1257672340919853,2023-Q4
dagger/dagger,full_rewrite,2023-Q4,263,27,290,15,3,12,0.0517,0.8231,4.1232,137,126,11,28,0.4194,0,261,27,143745,65190,0.312,78555,2947,11,0.0421,0,3,0.8231,0.0517,800.5172413793103,0.39285714285714285,3.0870911931000005,-0.7681363701541993,0.11804515160000001,-0.6424207894265394,1538.1979626682814,-0.7086081066304489,-0.5013681741617675,-0.07477908203410645,-1.2019021831156576,-0.20820614486603195,-0.7052785797903693,2023-Q4
dagger/dagger,full_rewrite,2024-Q1,443,35,377,14,1,13,0.0371,0.7793,3.0845,185,117,68,39,0.2857,0,442,33,273184,113170,0.2929,160014,4519,21,0.0475,0,4,0.7793,0.0371,874.10407239819,1.7435897435897436,3.588552985721001,-0.5003955150175259,0.14452108795600002,-0.3367940806049036,2273.8642184263263,-0.3535893986149896,1.287344705102535,0.1545031834399922,-0.6248410239798584,-0.28849387443731034,-0.4185947978112148,2023-Q4
dagger/dagger,full_rewrite,2024-Q2,439,26,427,15,3,12,0.0351,0.7869,4.0846,231,198,33,46,0.5128,0,438,25,110140,203082,0.6484,-92942,3879,20,0.0457,0,5,0.7869,0.0351,715.1187214611872,0.717391304347826,4.0524832170061105,-0.25269353916249004,0.16661419003996,-0.08176090682818435,2784.335160229144,-0.10724571651755326,1.8888749859911331,0.23160903265271507,-0.18676781012755708,-0.25920184495386794,-0.1672272229953372,2023-Q4
dagger/dagger,full_rewrite,2024-Q3,471,6,454,20,7,14,0.0441,0.8899,5.6008,239,156,83,34,0.587,0,471,6,74026,35845,0.3262,38181,3713,14,0.0297,0,6,0.8899,0.0441,233.27176220806794,2.4411764705882355,4.57765972747556,0.02770909585352843,0.19571891293636362,0.2542113719379906,2767.0167580165894,-0.11560325192205248,4.160052707840167,0.5227350033976842,0.22265751915479473,-0.4834616168046559,0.1409602338957595,2023-Q4
dagger/dagger,full_rewrite,2024-Q4,354,34,325,9,1,8,0.0277,1.1427,7.0225,191,132,59,29,0.4412,0,352,33,86559,35317,0.2898,51242,3184,11,0.0312,1,7,1.1427,0.0277,346.2386363636364,2.0344827586206895,5.308370352002759,0.41785065867490284,0.2058042107720909,0.3706316693572648,2864.223886158733,-0.06869291891057451,5.820130722755241,0.7355284888899026,0.5782074188158961,-0.6581305884773314,0.39424116401608383,2023-Q4
dagger/dagger,full_rewrite,2025-Q1,455,34,474,6,0,6,0.0127,1.0246,5.4871,148,112,36,43,0.3103,0,454,34,184271,150574,0.4497,33697,4444,6,0.0132,0,8,1.0246,0.0127,737.5440528634361,0.8372093023255814,5.855217020322511,0.7098234405678373,0.19998183180260273,0.3034206556265376,3343.9877892678833,0.16283212345902306,6.1335282600328505,0.7757006697770712,0.838873911258423,-0.6531923953268165,0.5066220480971875,2023-Q4
dagger/dagger,full_rewrite,2025-Q2,365,36,395,17,0,17,0.043,0.7046,4.9381,160,107,53,47,0.4186,0,364,36,92591,58911,0.3888,33680,3901,17,0.0467,0,9,0.7046,0.043,416.2142857142857,1.127659574468085,6.032847488493486,0.8046640329045878,0.22498346694036847,0.5920286715837543,3459.24317394806,0.21845220585469927,6.709170291097979,0.8494880900583012,1.1043240980528208,-0.6608902334342288,0.6983463522441711,2023-Q4
dagger/dagger,full_rewrite,2025-Q3,285,25,293,14,4,10,0.0478,1.0436,6.4704,101,79,22,30,0.5745,0,284,25,244132,61365,0.2009,182767,6743,12,0.0423,1,10,1.0436,0.0478,1075.693661971831,0.7333333333333333,6.533491214529073,1.071968105318509,0.2525349549157353,0.9100710811071469,4223.604950264566,0.5873188327528841,6.8386782982324945,0.8660887919468293,1.6437715020219203,-0.5328557693284199,0.991019593212828,2023-Q4
dagger/dagger,full_rewrite,2025-Q4,249,43,283,12,0,12,0.0424,0.5366,4.4259,95,51,44,29,0.4667,0,247,43,77244,32421,0.2956,44823,3695,12,0.0486,0,11,0.5366,0.0424,443.98785425101215,1.5172413793103448,6.4820770052214565,1.0445169922551432,0.2722068089733191,1.1371544193958183,4287.468358991767,0.6181381134774455,7.740438630701915,0.9816789765651144,1.8044555024356632,-0.596052379397316,1.0908357058254807,2023-Q4
dagger/dagger,full_rewrite,2026-Q1,228,45,265,8,0,8,0.0302,0.6341,3.9717,83,857,-774,30,0.4828,0,227,35,68872,23656,0.2557,45216,2712,9,0.0396,4,12,0.6341,0.0302,407.61233480176213,-25.8,6.532790074751525,1.0715937522444097,0.2779081961657204,1.2029687566075986,4309.2085414842695,0.628629516936689,-18.756200846061258,-2.4147350578557867,1.0266184801550884,2.6553816547298448,1.137281254426004,2023-Q4
dagger/dagger,full_rewrite,2026-Q2,598,32,361,6,0,6,0.0166,0.4096,3.0056,91,56,35,26,0.4667,1,584,32,2329738,493378,0.1748,1836360,29427,17,0.0291,11,13,0.4096,0.0166,4834.102739726028,1.3461538461538463,6.354438968023889,0.9763683960308409,0.26949645851080556,1.105867310963731,8755.482512476712,2.7743177666144927,-15.721988923761899,-2.025801209646758,2.2378662756164815,2.800953338764377,1.041117853497286,2023-Q4
inngest/inngest,full_rewrite,2023-Q1,311,1,41,0,0,0,0.0,1.0023,2.7496,29,13,16,6,,1,298,0,25776,29241,0.5315,-3465,1448,2,0.0067,0,0,1.0023,0.0,184.6208053691275,2.6666666666666665,1.0023,-1.6391667843580473,0.0,-1.8072425942759924,184.6208053691275,-1.453147478732411,2.6666666666666665,0.8671095214743749,-2.5272855396656033,-1.4835288152233082,-1.7232046893170199,2024-Q3
inngest/inngest,full_rewrite,2023-Q2,211,0,40,4,0,4,0.1,0.2054,1.8896,6,1,5,8,0.0,1,204,0,15485,21262,0.5786,-5777,741,7,0.0343,0,1,0.2054,0.1,180.13235294117646,0.625,1.117493,-1.4880119854138203,0.1,-0.744068480042582,348.1372858270825,-1.258551514113673,3.0516666666666667,1.1236784810906848,-1.6657765359998202,-1.498125610197185,-1.116040232728201,2024-Q3
inngest/inngest,full_rewrite,2023-Q3,283,1,135,1,0,1,0.0074,0.2436,1.694,16,54,-38,9,0.0,1,269,0,34115,11916,0.2589,22199,1324,5,0.0186,0,2,0.2436,0.0074,171.1189591078067,-4.222222222222222,1.2605186300000002,-1.3003355610953165,0.09840000000000002,-0.7610792658703165,487.92388921045176,-1.092195750768105,-1.4452055555555554,-1.8730950970470763,-2.217215675700227,1.3952950841191627,-1.0307074134828165,2024-Q3
inngest/inngest,full_rewrite,2023-Q4,420,7,267,12,0,12,0.0449,0.1868,0.9252,14,8,6,10,0.1111,0,411,5,61005,18752,0.2351,42253,2758,25,0.0608,0,3,0.1868,0.0449,194.05596107055962,0.6,1.3338719533000003,-1.2040822572026981,0.134444,-0.37786878813602603,638.0667002520707,-0.9135153812825019,-0.7151370555555555,-1.386568043816843,-1.7253947401974745,1.0409404504077644,-0.7909755226693621,2024-Q3
inngest/inngest,full_rewrite,2024-Q1,411,0,258,3,0,3,0.0116,0.5632,2.0053,5,2,3,10,0.2,0,403,0,35798,74556,0.6756,-38758,3360,11,0.0273,0,4,0.5632,0.0116,273.83126550868485,0.3,1.7770234775030005,-0.6225844271024996,0.13394404000000001,-0.3831842334375474,854.4719627380692,-0.655978094006665,-0.35077472055555553,-1.1437522900134165,-1.2088454891568163,0.8672154359379081,-0.5028843302700234,2024-Q3
inngest/inngest,full_rewrite,2024-Q2,246,1,240,0,0,0,0.0,0.7155,1.8775,12,5,7,10,0.4,1,246,1,49929,15347,0.2351,34582,1588,0,0.0,0,5,0.7155,0.0,265.349593495935,0.7,2.3325913645277305,0.1064247337240436,0.12188907640000002,-0.5113494859130073,1042.919079587578,-0.43171294115939923,0.3807950042944444,-0.6562248012041842,-0.6416254715634182,0.42948103153105144,-0.20246237609448187,2024-Q3
inngest/inngest,full_rewrite,2024-Q3,248,1,263,7,0,7,0.0266,0.219,2.0039,6,2,4,9,0.1,1,247,1,31529,17757,0.3603,13772,1666,7,0.0283,0,6,0.219,0.0266,199.53846153846155,0.4444444444444444,2.341658141720235,0.11832204418218861,0.137519059524,-0.34517555127958893,1148.5948239631575,-0.30595146833429915,0.7909678983523889,-0.38288030070741114,-0.40157407066664197,0.22860749438166533,-0.11342675354870016,2024-Q3
inngest/inngest,full_rewrite,2024-Q4,189,1,191,4,0,4,0.0209,0.607,2.7149,14,5,9,12,0.0,1,189,1,55211,32160,0.3681,23051,1253,4,0.0212,0,7,0.607,0.0209,462.2804232804233,0.75,2.737908908965414,0.6382772936716601,0.14604234416684,-0.2545581952744825,1507.5017130868966,0.12117264846261899,1.4697807875006739,0.06948935317029484,0.28469743764686234,-0.08574707447102387,0.1918595491985888,2024-Q3
inngest/inngest,full_rewrite,2025-Q1,219,6,212,7,0,7,0.033,0.3959,1.7837,14,10,4,10,0.25,0,219,6,45204,21208,0.3193,23996,1985,7,0.032,0,8,0.3959,0.033,303.2511415525114,0.4,2.887397107158527,0.8344338183078334,0.1658985331918244,-0.04345233348759295,1675.0777004615875,0.3205997081619646,1.7375005166256132,0.24790122945690762,0.668180595995265,-0.17176700684919385,0.3954907424101202,2024-Q3
inngest/inngest,full_rewrite,2025-Q2,290,7,293,18,0,18,0.0614,0.1845,1.1374,30,12,18,14,0.1,1,290,7,70114,31131,0.3075,38983,1897,18,0.0621,2,9,0.1845,0.0614,349.12068965517244,1.2857142857142858,2.8120313675142596,0.7355398471185062,0.2123676652045602,0.45059544918076516,1873.441397075217,0.5566662794320906,2.8668397558435936,1.0005074467556918,1.2162803979527863,-0.7447003865284191,0.5930676481496356,2024-Q3
inngest/inngest,full_rewrite,2025-Q3,363,1,365,14,0,14,0.0384,0.3682,2.7367,18,10,8,18,0.2143,1,363,1,86828,31732,0.2676,55096,2101,15,0.0413,5,10,0.3682,0.0384,326.6115702479339,0.4444444444444444,2.9271485444379763,0.8865951519801851,0.2316545753361498,0.6556488851352867,2031.4432415863816,0.7446994443955195,3.053268622262115,1.124746044936076,1.5522038442731136,-0.782541642199819,0.7711220185577359,2024-Q3
inngest/inngest,full_rewrite,2025-Q4,344,1,330,7,0,7,0.0212,0.2164,2.7024,28,10,18,22,0.0556,1,337,1,130264,42874,0.2476,87390,3056,7,0.0208,2,11,0.2164,0.0212,513.7626112759644,0.8181818181818182,2.8801051754385587,0.824865437650616,0.23200566355589633,0.6593815642057547,2362.375961119572,1.1385323571460007,3.596656264440343,1.4868665696686152,1.8345382738323415,-1.028864695943812,0.7421235009281854,2024-Q3
inngest/inngest,full_rewrite,2026-Q1,303,1,309,10,0,10,0.0324,0.1883,1.8063,22,72,-50,21,0.1364,1,303,1,98145,38507,0.2818,59638,1797,11,0.0363,21,12,0.1883,0.0324,450.996699669967,-2.380952380952381,2.8091957096490883,0.7318189327010971,0.24352515383586565,0.7818538029540223,2600.7588242887773,1.422224515129526,0.892004819688331,-0.31554799475936546,1.5722403486726089,0.7816343147429904,0.7568363678275597,2024-Q3
inngest/inngest,full_rewrite,2026-Q2,376,36,414,83,73,31,0.2005,0.7452,3.7555,25,16,9,29,0.0952,0,375,35,154832,54239,0.2594,100593,2950,28,0.0747,39,13,0.7452,0.2005,557.5226666666666,0.3103448275862069,3.3015680957806706,1.3779037558362577,0.42210788999063775,2.6804992262413085,2924.213196769454,1.8071576756693315,1.1220692135025883,-0.16223011900435008,3.2595766245770257,1.0521014202922199,2.029201491038783,2024-Q3
milvus-io/milvus,full_rewrite,2023-Q1,502,0,831,357,350,12,0.4296,0.7248,1.8021,624,545,79,40,,0,501,0,140083,92171,0.3969,47912,3610,8,0.016,0,0,0.7248,0.4296,463.5808383233533,1.975,0.7248,-1.6937573490689233,0.4296,-2.7101699686057343,463.5808383233533,-1.3032500156046503,1.975,-1.8515131238870182,-3.655170704671036,0.9902740838164814,-2.201963658837329,
milvus-io/milvus,full_rewrite,2023-Q2,598,4,953,414,406,13,0.4344,0.8224,2.8246,781,606,175,47,0.225,0,598,4,122430,80274,0.396,42156,4773,9,0.0151,0,1,0.8224,0.4344,338.96989966555185,3.723404255319149,1.4819680000000002,-1.3996850413146693,0.8253360000000001,-1.011199736374293,760.8284625398034,-1.1227184235364855,5.520654255319149,0.540379475761865,-1.8366992420031742,-0.9551772334161778,-1.2054423888444812,
milvus-io/milvus,full_rewrite,2023-Q3,700,0,913,438,434,10,0.4797,0.9163,3.0229,835,895,-60,45,0.234,0,700,0,137826,112306,0.449,25520,4984,9,0.0129,0,2,0.9163,0.4797,357.33142857142855,-1.3333333333333333,2.2648908800000003,-1.095609937618783,1.23075576,0.729344727102406,1049.6853294826496,-0.9472829084285799,3.690462039007093,-0.6942652196605769,-0.8845941444435546,0.5622907860056918,-0.18313260525818842,
milvus-io/milvus,full_rewrite,2023-Q4,643,3,1008,262,257,7,0.2599,0.9514,3.7488,680,716,-36,46,0.1333,0,643,3,123684,135610,0.523,-11926,3439,6,0.0093,0,3,0.9514,0.2599,403.2566096423017,-0.782608695652174,3.0124507008000005,-0.8052692976458671,1.3798877416000002,1.3695968078129985,1358.470259471513,-0.7597442017206886,2.575711759844281,-1.4462739467342924,-0.44149636332846476,1.4333286311045537,0.2821637550835657,
milvus-io/milvus,full_rewrite,2024-Q1,688,0,1010,57,41,16,0.0564,0.9588,3.9366,714,599,115,44,0.2826,0,688,0,147460,70869,0.3246,76591,3503,10,0.0145,0,4,0.9588,0.0564,317.3386627906977,2.6136363636363638,3.7001301377280007,-0.5381852700422666,1.3120978448560001,1.0785618334510525,1553.5465989097745,-0.6412657370855115,4.957534065094659,0.1604995103957578,-0.0006599880268580716,-0.12150444283284739,0.27018828170439296,
milvus-io/milvus,full_rewrite,2024-Q2,733,0,1246,67,46,23,0.0538,0.9013,3.466,737,713,24,51,0.1591,0,730,0,154146,59441,0.2783,94705,4174,14,0.0192,0,5,0.9013,0.0538,292.58493150684933,0.47058823529411764,4.268418425332481,-0.31747091311545156,1.2478090388189602,0.8025577101905158,1706.3123365147444,-0.5484843670207664,4.981944234530258,0.17696657103529775,0.017738233633995848,-0.16369602501682448,0.24254339853753212,
milvus-io/milvus,full_rewrite,2024-Q3,685,0,1187,66,51,15,0.0556,1.0136,3.558,700,612,88,56,0.1961,0,684,0,149425,64620,0.3019,84805,4909,9,0.0132,0,6,1.0136,0.0556,312.9312865497076,1.5714285714285714,4.897860767052558,-0.07300527005094692,1.191106225325254,0.5591217018173121,1865.6755127781248,-0.4516960814837295,6.104997824851106,0.9345766983249801,0.2521837739739456,-0.9060172820074748,0.2430582158831826,
