repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,qidx,f_latency,f_refactor,f_churn,f_backlog,S_latency,zS_latency,S_refactor,zS_refactor,S_churn,zS_churn,S_backlog,zS_backlog,CQI_F,ACT,CQI_2SIG,event_quarter_debt
weaviate/weaviate,migration,2026-Q1,1887,24,582,16,0,16,0.0275,0.1684,1.1842,28,86,-58,26,0.3333,0,1207,24,144268,51830,0.2643,92438,7847,55,0.0456,33,12,0.1684,0.0275,162.4672742336371,-2.230769230769231,2.1677819503325138,-0.40043272364463195,0.2876866293019552,0.9385149735907652,1463.2767332798398,1.0030428628725279,1.1449805298056939,-1.5735469956390673,0.503477599363316,1.9140235148635034,0.26904112497306665,2024-Q1
weaviate/weaviate,migration,2026-Q2,1940,42,685,15,0,15,0.0219,0.1904,1.6755,92,43,49,38,0.2692,0,1228,42,323909,59887,0.156,264022,5824,90,0.0733,242,13,0.1904,0.0219,312.53745928338765,1.2894736842105263,2.163081574802588,-0.41093140314380294,0.28369483266477924,0.8888512033212819,1644.1192865680418,1.4375066481595933,2.331405966333708,-1.2192562044779327,0.8041731015588216,1.675588010281419,0.23895990008873946,2024-Q1
zed-industries/zed,transition,2023-Q1,1194,0,273,4,0,4,0.0147,0.0183,0.4691,448,269,179,9,,1,891,0,64542,36071,0.3585,28471,2918,19,0.0213,0,0,0.0183,0.0147,112.92143658810325,19.88888888888889,0.0183,-1.2729878224824476,0.0147,-1.7256324862782004,112.92143658810325,-1.8343760684699262,19.88888888888889,-1.2486302729887102,-3.021439508100386,0.4495799963642945,-1.499310154380324,
zed-industries/zed,transition,2023-Q2,1896,0,310,4,0,4,0.0129,0.0243,0.5521,308,144,164,14,0.1111,1,1559,0,128358,97241,0.431,31117,6163,27,0.0173,0,1,0.0243,0.0129,144.70750481077613,11.714285714285714,0.040953,-1.0419273827433053,0.026277000000000002,-1.4567250113199444,247.46601210595009,-1.5839646558067673,29.813174603174602,0.15440940412201007,-2.255765981414875,-0.7815700208252607,-1.2493261970316247,
zed-industries/zed,transition,2023-Q3,2132,0,381,7,0,7,0.0184,0.0184,0.541,317,210,107,16,0.1429,1,1717,0,174645,96142,0.355,78503,6517,40,0.0233,0,2,0.0184,0.0184,157.70937682003495,6.6875,0.055667230000000005,-0.8918423408405604,0.04231207000000001,-1.0842666728489339,382.9034478364496,-1.3318914713010757,33.81748888888889,0.7205168282957387,-1.6796975370566722,-1.195917673725712,-0.988054506844747,
zed-industries/zed,transition,2023-Q4,3784,0,726,6,0,6,0.0083,0.0112,0.0506,204,95,109,13,0.25,1,2995,0,746644,392983,0.3448,353661,13717,36,0.012,0,3,0.0112,0.0083,380.50984974958266,8.384615384615385,0.06185717930000001,-0.8287049017719604,0.04680398370000001,-0.9799296968795637,728.9519872807518,-0.6878335204045257,39.158530273504276,1.475603208862032,-1.033527207112727,-1.7385802299475348,-0.904317299325762,
zed-industries/zed,transition,2024-Q1,2647,0,1771,41,0,41,0.0232,0.026,0.4227,1505,1258,247,233,0.0769,0,2292,0,250492,509132,0.6702,-258640,12412,50,0.0218,0,4,0.026,0.0232,331.4240837696335,1.0600858369098713,0.08229003316300001,-0.6202899369235777,0.06579162516700002,-0.5388898141548809,994.7703921951177,-0.1930981360140608,36.69434838579876,1.127231037846068,-0.4738008632986509,-1.209695951633174,-0.5795898755392292,
zed-industries/zed,transition,2024-Q2,1590,0,1607,27,0,27,0.0168,0.0256,0.4956,1578,1004,574,203,0.8026,0,1585,0,171113,89109,0.3424,82004,6352,26,0.0164,2,5,0.0256,0.0168,164.17791798107257,2.8275862068965516,0.10048393017833002,-0.4347123160817105,0.07667037890197001,-0.28620101761316197,1069.4189748786296,-0.0541638313709034,36.21944323797342,1.0600916200133117,-0.16719768549966785,-1.0693850369350861,-0.36045666684743627,
zed-industries/zed,transition,2024-Q3,1889,99,1956,36,0,36,0.0184,0.0229,0.4356,2224,1368,856,257,0.7438,0,1883,32,194960,108963,0.3585,85997,7391,36,0.0191,2,6,0.0229,0.0184,161.40361125862984,3.330739299610895,0.11434037646228032,-0.29337666201419804,0.08817004480079271,-0.019089838575762044,1134.5748783981828,0.06710290703811987,36.290432646166714,1.0701277031347824,0.13273515140705308,-1.0041460080156175,-0.15623325029498003,
zed-industries/zed,transition,2024-Q4,1513,95,1632,31,0,31,0.019,0.039,0.6157,1734,1545,189,203,0.8054,0,1507,28,163828,93638,0.3637,70190,5877,30,0.0199,1,7,0.039,0.019,170.84671532846716,0.9310344827586207,0.1430497425806751,-0.0005413307137817758,0.09923474076872138,0.2379179746674354,1203.3098546708136,0.19503093714673664,33.95532819077033,0.7400037732681634,0.4285633926830541,-0.6160848016027841,0.11868832197682681,
zed-industries/zed,transition,2025-Q1,2332,140,2647,50,0,50,0.0189,0.0289,0.2951,1420,2140,-720,214,0.7241,0,2322,26,319690,210166,0.3966,109524,11705,47,0.0202,1,8,0.0289,0.0189,228.1894918173988,-3.364485981308411,0.15907526574841435,0.16291889222303205,0.10920361409953645,0.4694723113322175,1323.2014595678393,0.41817056230936644,27.53486267229259,-0.1676855181614994,0.5522965864263795,0.34295229540799294,0.3161956017776248,
zed-industries/zed,transition,2025-Q2,2615,16,2801,53,0,53,0.0189,0.0305,0.4632,1643,1607,36,253,0.7056,0,2609,9,336815,184079,0.3534,152736,11118,52,0.0199,4,9,0.0305,0.0189,199.65274051360674,0.1422924901185771,0.17525849183105707,0.3279876837761766,0.11827528883057818,0.6801867576971695,1403.7660687203404,0.5681156456461303,25.199017521904835,-0.49791416331861393,0.7654468855241102,0.7297486644163449,0.5040872207366731,
zed-industries/zed,transition,2025-Q3,2277,1,2342,52,0,52,0.0222,0.0353,0.5406,1870,1619,251,261,0.7273,0,2271,1,300444,184198,0.3801,116246,10965,52,0.0229,5,10,0.0353,0.0222,213.40466754733598,0.9616858237547893,0.19478522756626193,0.5271602501314698,0.12983051283582617,0.9485884256446744,1490.8317900828458,0.7301604564235812,23.892791768688188,-0.6825810110685427,1.072566855511011,0.990412353586634,0.7378743378880721,
zed-industries/zed,transition,2025-Q4,2388,0,2585,47,0,47,0.0182,0.0362,0.9637,2223,2031,192,370,0.7011,0,2384,0,390306,195360,0.3336,194946,10197,47,0.0197,7,11,0.0362,0.0182,245.66526845637583,0.518918918918919,0.21345455708529837,0.7175872791476491,0.1363457666806018,1.0999230080158144,1602.3221974317655,0.9376639569934033,22.261359428425173,-0.9132237363798174,1.3228134345604943,1.286099146501032,0.9087551435817318,
zed-industries/zed,transition,2026-Q1,2684,13,3013,54,0,54,0.0179,0.0409,1.1591,1965,2238,-273,389,0.7027,0,2677,6,530240,265688,0.3338,264552,12896,49,0.0183,48,12,0.0409,0.0179,297.32088158386256,-0.7017994858611826,0.23514364694762152,0.9388158423017637,0.14197464767934764,1.2306691578139703,1755.4340812467692,1.2226324365776786,19.556037594005726,-1.2956869163324747,1.5846661120088616,1.741906062574314,1.084742500057867,
zed-industries/zed,transition,2026-Q2,2145,17,2558,54,0,54,0.0211,0.1948,2.5784,2472,2466,6,377,0.7326,0,2139,14,470085,240009,0.338,230076,9505,45,0.021,27,13,0.1948,0.0211,331.9747545582048,0.015915119363395226,0.40878071872233557,2.7099127459914483,0.15029692938820638,1.4239769024991638,1929.4197684927647,1.5464507812322434,17.811909329908605,-1.5422619572924507,2.772340364362013,2.074681203834559,2.066944824245306,
