repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,core_size,turnover_core,qidx,churn_per_commit,backlog_per_contrib,adoption_q,adopt_idx,tau,post
dagger/dagger,full_rewrite,2026-Q2,598,32,361,6,0,6,0.0166,0.4096,3.0056,91,56,35,26,0.4667,1,584,32,2329738,493378,0.1748,1836360,29427,17,0.0291,11,,,13,4834.102739726028,1.3461538461538463,2026-Q1,12.0,1.0,True
inngest/inngest,full_rewrite,2023-Q1,311,1,41,0,0,0,0.0,1.0023,2.7496,29,13,16,6,,1,298,0,25776,29241,0.5315,-3465,1448,2,0.0067,0,3.0,,0,184.6208053691275,2.6666666666666665,2025-Q2,9.0,-9.0,False
inngest/inngest,full_rewrite,2023-Q2,211,0,40,4,0,4,0.1,0.2054,1.8896,6,1,5,8,0.0,1,204,0,15485,21262,0.5786,-5777,741,7,0.0343,0,5.0,0.3333,1,180.13235294117646,0.625,2025-Q2,9.0,-8.0,False
inngest/inngest,full_rewrite,2023-Q3,283,1,135,1,0,1,0.0074,0.2436,1.694,16,54,-38,9,0.0,1,269,0,34115,11916,0.2589,22199,1324,5,0.0186,0,6.0,0.4,2,171.1189591078067,-4.222222222222222,2025-Q2,9.0,-7.0,False
inngest/inngest,full_rewrite,2023-Q4,420,7,267,12,0,12,0.0449,0.1868,0.9252,14,8,6,10,0.1111,0,411,5,61005,18752,0.2351,42253,2758,25,0.0608,0,6.0,0.3333,3,194.05596107055962,0.6,2025-Q2,9.0,-6.0,False
inngest/inngest,full_rewrite,2024-Q1,411,0,258,3,0,3,0.0116,0.5632,2.0053,5,2,3,10,0.2,0,403,0,35798,74556,0.6756,-38758,3360,11,0.0273,0,6.0,0.0,4,273.83126550868485,0.3,2025-Q2,9.0,-5.0,False
inngest/inngest,full_rewrite,2024-Q2,246,1,240,0,0,0,0.0,0.7155,1.8775,12,5,7,10,0.4,1,246,1,49929,15347,0.2351,34582,1588,0,0.0,0,6.0,0.5,5,265.349593495935,0.7,2025-Q2,9.0,-4.0,False
inngest/inngest,full_rewrite,2024-Q3,248,1,263,7,0,7,0.0266,0.219,2.0039,6,2,4,9,0.1,1,247,1,31529,17757,0.3603,13772,1666,7,0.0283,0,5.0,0.3333,6,199.53846153846155,0.4444444444444444,2025-Q2,9.0,-3.0,False
inngest/inngest,full_rewrite,2024-Q4,189,1,191,4,0,4,0.0209,0.607,2.7149,14,5,9,12,0.0,1,189,1,55211,32160,0.3681,23051,1253,4,0.0212,0,6.0,0.2,7,462.2804232804233,0.75,2025-Q2,9.0,-2.0,False
inngest/inngest,full_rewrite,2025-Q1,219,6,212,7,0,7,0.033,0.3959,1.7837,14,10,4,10,0.25,0,219,6,45204,21208,0.3193,23996,1985,7,0.032,0,6.0,0.3333,8,303.2511415525114,0.4,2025-Q2,9.0,-1.0,False
inngest/inngest,full_rewrite,2025-Q2,290,7,293,18,0,18,0.0614,0.1845,1.1374,30,12,18,14,0.1,1,290,7,70114,31131,0.3075,38983,1897,18,0.0621,2,7.0,0.3333,9,349.12068965517244,1.2857142857142858,2025-Q2,9.0,0.0,True
inngest/inngest,full_rewrite,2025-Q3,363,1,365,14,0,14,0.0384,0.3682,2.7367,18,10,8,18,0.2143,1,363,1,86828,31732,0.2676,55096,2101,15,0.0413,5,10.0,0.2857,10,326.6115702479339,0.4444444444444444,2025-Q2,9.0,1.0,True
inngest/inngest,full_rewrite,2025-Q4,344,1,330,7,0,7,0.0212,0.2164,2.7024,28,10,18,22,0.0556,1,337,1,130264,42874,0.2476,87390,3056,7,0.0208,2,11.0,0.4,11,513.7626112759644,0.8181818181818182,2025-Q2,9.0,2.0,True
inngest/inngest,full_rewrite,2026-Q1,303,1,309,10,0,10,0.0324,0.1883,1.8063,22,72,-50,21,0.1364,1,303,1,98145,38507,0.2818,59638,1797,11,0.0363,21,,,12,450.996699669967,-2.380952380952381,2025-Q2,9.0,3.0,True
inngest/inngest,full_rewrite,2026-Q2,376,36,414,83,73,31,0.2005,0.7452,3.7555,25,16,9,29,0.0952,0,375,35,154832,54239,0.2594,100593,2950,28,0.0747,39,,,13,557.5226666666666,0.3103448275862069,2025-Q2,9.0,4.0,True
milvus-io/milvus,full_rewrite,2023-Q1,502,0,831,357,350,12,0.4296,0.7248,1.8021,624,545,79,40,,0,501,0,140083,92171,0.3969,47912,3610,8,0.016,0,17.0,,0,463.5808383233533,1.975,2026-Q1,12.0,-12.0,False
milvus-io/milvus,full_rewrite,2023-Q2,598,4,953,414,406,13,0.4344,0.8224,2.8246,781,606,175,47,0.225,0,598,4,122430,80274,0.396,42156,4773,9,0.0151,0,16.0,0.1176,1,338.96989966555185,3.723404255319149,2026-Q1,12.0,-11.0,False
milvus-io/milvus,full_rewrite,2023-Q3,700,0,913,438,434,10,0.4797,0.9163,3.0229,835,895,-60,45,0.234,0,700,0,137826,112306,0.449,25520,4984,9,0.0129,0,18.0,0.3125,2,357.33142857142855,-1.3333333333333333,2026-Q1,12.0,-10.0,False
milvus-io/milvus,full_rewrite,2023-Q4,643,3,1008,262,257,7,0.2599,0.9514,3.7488,680,716,-36,46,0.1333,0,643,3,123684,135610,0.523,-11926,3439,6,0.0093,0,19.0,0.2222,3,403.2566096423017,-0.782608695652174,2026-Q1,12.0,-9.0,False
milvus-io/milvus,full_rewrite,2024-Q1,688,0,1010,57,41,16,0.0564,0.9588,3.9366,714,599,115,44,0.2826,0,688,0,147460,70869,0.3246,76591,3503,10,0.0145,0,20.0,0.2105,4,317.3386627906977,2.6136363636363638,2026-Q1,12.0,-8.0,False
milvus-io/milvus,full_rewrite,2024-Q2,733,0,1246,67,46,23,0.0538,0.9013,3.466,737,713,24,51,0.1591,0,730,0,154146,59441,0.2783,94705,4174,14,0.0192,0,22.0,0.2,5,292.58493150684933,0.47058823529411764,2026-Q1,12.0,-7.0,False
milvus-io/milvus,full_rewrite,2024-Q3,685,0,1187,66,51,15,0.0556,1.0136,3.558,700,612,88,56,0.1961,0,684,0,149425,64620,0.3019,84805,4909,9,0.0132,0,18.0,0.3182,6,312.9312865497076,1.5714285714285714,2026-Q1,12.0,-6.0,False
milvus-io/milvus,full_rewrite,2024-Q4,704,0,1119,52,40,12,0.0465,0.9459,3.1379,640,621,19,51,0.2679,0,700,0,166477,69703,0.2951,96774,4897,9,0.0129,0,19.0,0.2222,7,337.4,0.37254901960784315,2026-Q1,12.0,-5.0,False
milvus-io/milvus,full_rewrite,2025-Q1,517,1,1019,108,96,13,0.106,1.0955,5.0163,623,601,22,50,0.2353,0,516,1,227877,94371,0.2929,133506,6255,8,0.0155,0,19.0,0.2105,8,624.5116279069767,0.44,2026-Q1,12.0,-4.0,False
milvus-io/milvus,full_rewrite,2025-Q2,554,0,802,50,42,11,0.0623,1.1038,4.4451,652,751,-99,47,0.28,0,552,0,800588,123358,0.1335,677230,4966,10,0.0181,0,17.0,0.3158,9,1673.8152173913043,-2.106382978723404,2026-Q1,12.0,-3.0,False
milvus-io/milvus,full_rewrite,2025-Q3,583,1,741,41,21,20,0.0553,1.1912,4.814,543,478,65,50,0.2979,0,582,1,243062,116903,0.3248,126159,5347,18,0.0309,1,20.0,0.1176,10,618.4965635738831,1.3,2026-Q1,12.0,-2.0,False
milvus-io/milvus,full_rewrite,2025-Q4,572,0,1123,39,27,13,0.0347,1.009,3.8496,551,480,71,49,0.36,0,571,0,208314,110388,0.3464,97926,3975,8,0.014,0,16.0,0.35,11,558.1471103327495,1.4489795918367347,2026-Q1,12.0,-1.0,False
milvus-io/milvus,full_rewrite,2026-Q1,538,0,896,39,21,24,0.0435,1.6879,5.0698,561,419,142,49,0.2857,0,537,0,392386,137563,0.2596,254823,5224,19,0.0354,155,,,12,986.8696461824953,2.8979591836734695,2026-Q1,12.0,0.0,True
milvus-io/milvus,full_rewrite,2026-Q2,657,1,1130,29,7,22,0.0257,1.824,5.981,727,867,-140,48,0.2449,0,655,1,611992,228025,0.2715,383967,10638,13,0.0198,202,,,13,1282.4687022900764,-2.9166666666666665,2026-Q1,12.0,1.0,True
qdrant/qdrant,fuzzy,2023-Q1,101,71,205,1,0,1,0.0049,0.6008,1.7358,77,54,23,12,,0,100,57,49534,4804,0.0884,44730,711,1,0.01,0,3.0,,0,543.38,1.9166666666666667,2025-Q2,9.0,-9.0,False
qdrant/qdrant,fuzzy,2023-Q2,210,102,309,6,0,6,0.0194,0.4966,2.4888,137,116,21,28,0.5,0,210,71,73026,10680,0.1276,62346,1299,6,0.0286,0,6.0,0.0,1,398.6,0.75,2025-Q2,9.0,-8.0,False
qdrant/qdrant,fuzzy,2023-Q3,156,115,312,11,3,9,0.0353,0.5504,2.5559,155,96,59,17,0.7143,0,153,68,34682,4655,0.1183,30027,778,6,0.0392,0,5.0,0.1667,2,257.1045751633987,3.4705882352941178,2025-Q2,9.0,-7.0,False
qdrant/qdrant,fuzzy,2023-Q4,290,58,305,10,0,10,0.0328,0.7348,1.8864,144,139,5,22,0.5294,0,285,49,70930,21315,0.2311,49615,2002,13,0.0456,0,5.0,0.0,3,323.6666666666667,0.22727272727272727,2025-Q2,9.0,-6.0,False
qdrant/qdrant,fuzzy,2024-Q1,244,81,357,11,0,11,0.0308,0.6185,2.0032,153,98,55,27,0.6818,0,240,66,45967,16580,0.2651,29387,1461,8,0.0333,0,6.0,0.2,4,260.6125,2.037037037037037,2025-Q2,9.0,-5.0,False
qdrant/qdrant,fuzzy,2024-Q2,376,96,430,21,2,19,0.0488,0.527,1.5553,120,102,18,21,0.6667,0,373,77,72982,22373,0.2346,50609,2531,24,0.0643,0,6.0,0.1667,5,255.64343163538874,0.8571428571428571,2025-Q2,9.0,-4.0,False
qdrant/qdrant,fuzzy,2024-Q3,265,87,382,23,7,16,0.0602,0.5738,1.9219,111,65,46,22,0.5238,0,263,55,71981,19848,0.2161,52133,1941,13,0.0494,0,7.0,0.0,6,349.1596958174905,2.090909090909091,2025-Q2,9.0,-3.0,False
qdrant/qdrant,fuzzy,2024-Q4,250,81,396,15,2,13,0.0379,0.5229,1.6301,92,47,45,18,0.4545,0,247,66,56989,13703,0.1938,43286,1851,12,0.0486,0,5.0,0.4286,7,286.2024291497976,2.5,2025-Q2,9.0,-2.0,False
qdrant/qdrant,fuzzy,2025-Q1,337,130,407,25,8,17,0.0614,0.2283,1.1438,91,67,24,18,0.2778,0,335,97,63331,26046,0.2914,37285,2909,18,0.0537,0,6.0,0.2,8,266.79701492537316,1.3333333333333333,2025-Q2,9.0,-1.0,False
qdrant/qdrant,fuzzy,2025-Q2,156,50,346,19,5,14,0.0549,0.6361,3.9759,85,76,9,13,0.3889,0,156,34,36047,8287,0.1869,27760,1073,3,0.0192,1,6.0,0.1667,9,284.1923076923077,0.6923076923076923,2025-Q2,9.0,0.0,True
qdrant/qdrant,fuzzy,2025-Q3,369,123,389,21,2,20,0.054,0.4763,1.6281,86,63,23,25,0.1538,0,358,81,84630,30195,0.263,54435,2502,27,0.0754,1,7.0,0.1667,10,320.74022346368713,0.92,2025-Q2,9.0,1.0,True
qdrant/qdrant,fuzzy,2025-Q4,265,66,354,16,2,15,0.0452,0.5988,2.7115,65,53,12,16,0.56,0,263,46,57630,27721,0.3248,29909,1910,15,0.057,1,6.0,0.2857,11,324.52851711026614,0.75,2025-Q2,9.0,2.0,True
qdrant/qdrant,fuzzy,2026-Q1,357,122,479,6,0,6,0.0125,0.5582,1.9194,69,38,31,25,0.1875,0,348,77,87070,28216,0.2447,58854,2921,7,0.0201,34,,,12,331.2816091954023,1.24,2025-Q2,9.0,3.0,True
qdrant/qdrant,fuzzy,2026-Q2,431,86,744,88,4,84,0.1183,0.39,1.5857,126,81,45,28,0.4,0,422,62,131137,60173,0.3145,70964,3313,75,0.1777,157,,,13,453.34123222748815,1.6071428571428572,2025-Q2,9.0,4.0,True
triggerdotdev/trigger.dev,full_rewrite,2023-Q1,1866,0,56,0,0,0,0.0,0.0008,0.0107,52,7,45,6,,1,1755,0,1307965,761836,0.3681,546129,6461,11,0.0063,0,3.0,,0,1179.3737891737892,7.5,2024-Q4,7.0,-7.0,False
triggerdotdev/trigger.dev,full_rewrite,2023-Q2,1028,9,11,0,0,0,0.0,0.0775,0.194,2,0,2,6,0.3333,1,987,9,80337,587350,0.8797,-507013,4195,10,0.0101,0,3.0,0.0,1,676.4812563323202,0.3333333333333333,2024-Q4,7.0,-6.0,False
triggerdotdev/trigger.dev,full_rewrite,2023-Q3,777,55,169,4,0,4,0.0237,0.6529,2.0581,161,129,32,32,0.3333,1,665,55,84007,33403,0.2845,50604,3641,15,0.0226,0,5.0,0.0,2,176.5563909774436,1.0,2024-Q4,7.0,-5.0,False
triggerdotdev/trigger.dev,full_rewrite,2023-Q4,292,23,140,0,0,0,0.0,1.1525,4.0797,98,89,9,23,0.8125,1,253,23,65791,13913,0.1746,51878,1973,3,0.0119,0,7.0,0.4,3,315.0355731225296,0.391304347826087,2024-Q4,7.0,-4.0,False
triggerdotdev/trigger.dev,full_rewrite,2024-Q1,223,14,133,2,0,2,0.015,0.0915,1.7391,37,27,10,20,0.7391,1,208,14,72748,19884,0.2147,52864,2351,3,0.0144,0,4.0,0.4286,4,445.34615384615387,0.5,2024-Q4,7.0,-3.0,False
triggerdotdev/trigger.dev,full_rewrite,2024-Q2,397,43,146,4,0,4,0.0274,0.2121,1.9094,37,19,18,16,0.75,1,353,42,267895,17110,0.06,250785,2139,13,0.0368,0,3.0,0.25,5,807.3796033994334,1.125,2024-Q4,7.0,-2.0,False
triggerdotdev/trigger.dev,full_rewrite,2024-Q3,293,20,119,1,0,1,0.0084,0.2528,2.1405,40,14,26,18,0.5625,1,272,20,67114,337781,0.8342,-270667,3200,2,0.0074,0,5.0,0.0,6,1488.5845588235295,1.4444444444444444,2024-Q4,7.0,-1.0,False
triggerdotdev/trigger.dev,full_rewrite,2024-Q4,203,18,144,1,0,1,0.0069,0.1427,1.9441,43,24,19,18,0.6667,1,184,18,42655,11807,0.2168,30848,1825,2,0.0109,0,5.0,0.4,7,295.9891304347826,1.0555555555555556,2024-Q4,7.0,0.0,True
triggerdotdev/trigger.dev,full_rewrite,2025-Q1,372,11,203,2,0,2,0.0099,0.0338,0.6495,57,24,33,15,0.5556,1,349,11,118627,95094,0.4449,23533,3283,4,0.0115,0,4.0,0.4,8,612.3810888252149,2.2,2024-Q4,7.0,1.0,True
triggerdotdev/trigger.dev,full_rewrite,2025-Q2,278,22,300,10,0,10,0.0333,0.0545,0.8027,35,126,-91,12,0.6,1,277,22,71924,19562,0.2138,52362,1900,8,0.0289,7,4.0,0.25,9,330.27436823104694,-7.583333333333333,2024-Q4,7.0,2.0,True
triggerdotdev/trigger.dev,full_rewrite,2025-Q3,314,13,288,5,0,5,0.0174,0.067,0.9436,39,35,4,13,0.4167,1,309,13,70572,30782,0.3037,39790,1919,6,0.0194,0,5.0,0.25,10,328.0064724919094,0.3076923076923077,2024-Q4,7.0,3.0,True
triggerdotdev/trigger.dev,full_rewrite,2025-Q4,172,9,175,1,0,1,0.0057,0.0414,1.1338,48,24,24,14,0.5385,1,169,9,71712,8525,0.1062,63187,1036,1,0.0059,0,5.0,0.4,11,474.7751479289941,1.7142857142857142,2024-Q4,7.0,4.0,True
triggerdotdev/trigger.dev,full_rewrite,2026-Q1,251,8,259,12,0,12,0.0463,0.1342,2.1649,102,35,67,16,0.4286,1,250,8,194387,17794,0.0839,176593,2153,12,0.048,23,,,12,848.724,4.1875,2024-Q4,7.0,5.0,True
triggerdotdev/trigger.dev,full_rewrite,2026-Q2,414,18,428,17,0,17,0.0397,0.1566,1.0466,141,22,119,13,0.5,1,408,18,245695,90131,0.2684,155564,5105,17,0.0417,50,,,13,823.1029411764706,9.153846153846153,2024-Q4,7.0,6.0,True
tursodatabase/libsql,pivot,2023-Q1,927,202,32,0,0,0,0.0,0.1695,1.5783,24,7,17,22,,1,861,0,52379,43268,0.4524,9111,3114,14,0.0163,0,5.0,,0,111.08826945412311,0.7727272727272727,,,,0.0
tursodatabase/libsql,pivot,2023-Q2,631,34,18,0,0,0,0.0,0.9994,3.4792,6,3,3,27,0.3182,1,580,0,46814,48815,0.5105,-2001,2172,7,0.0121,0,6.0,0.2,1,164.87758620689655,0.1111111111111111,,,,0.0
tursodatabase/libsql,pivot,2023-Q3,1495,0,186,8,0,8,0.043,0.1037,0.5531,56,25,31,26,0.3333,1,1237,0,1469320,49481,0.0326,1419839,7051,41,0.0331,0,6.0,0.5,2,1227.8100242522232,1.1923076923076923,,,,0.0
tursodatabase/libsql,pivot,2023-Q4,1525,0,234,3,0,3,0.0128,0.0888,1.0023,111,42,69,33,0.4231,1,1209,0,2353964,1147580,0.3277,1206384,9319,17,0.0141,0,6.0,0.1667,3,2896.231596360629,2.090909090909091,,,,0.0
tursodatabase/libsql,pivot,2024-Q1,841,0,293,20,0,20,0.0683,0.1367,1.1512,81,33,48,28,0.5758,1,749,0,663258,19600,0.0287,643658,2902,29,0.0387,0,7.0,0.0,4,911.6929238985314,1.7142857142857142,,,,0.0
tursodatabase/libsql,pivot,2024-Q2,392,0,143,5,0,5,0.035,0.2053,2.0038,73,23,50,28,0.5357,0,367,0,102285,8535,0.077,93750,2607,5,0.0136,0,5.0,0.2857,5,301.9618528610354,1.7857142857142858,,,,0.0
tursodatabase/libsql,pivot,2024-Q3,1143,0,188,6,0,6,0.0319,0.2882,1.7678,44,26,18,28,0.4643,1,969,0,92039,40948,0.3079,51091,3376,30,0.031,0,5.0,0.2,6,137.24148606811144,0.6428571428571429,,,,0.0
tursodatabase/libsql,pivot,2024-Q4,307,0,67,5,0,5,0.0746,0.2461,1.405,43,11,32,12,0.7143,1,225,0,11791,4872,0.2924,6919,658,3,0.0133,0,5.0,0.4,7,74.05777777777777,2.6666666666666665,,,,0.0
tursodatabase/libsql,pivot,2025-Q1,138,0,42,1,0,1,0.0238,0.8052,6.6406,54,16,38,12,0.6667,1,92,0,70166,83309,0.5428,-13143,1601,6,0.0652,0,3.0,0.6,8,1668.2065217391305,3.1666666666666665,,,,0.0
tursodatabase/libsql,pivot,2025-Q2,93,0,35,0,0,0,0.0,1.2167,3.8571,53,20,33,13,0.6667,1,56,0,1720,609,0.2615,1111,117,1,0.0179,0,4.0,0.0,9,41.589285714285715,2.5384615384615383,,,,0.0
tursodatabase/libsql,pivot,2025-Q3,95,0,24,0,0,0,0.0,0.1591,2.3272,18,4,14,10,0.6154,1,68,0,1574,683,0.3026,891,150,1,0.0147,0,4.0,0.25,10,33.19117647058823,1.4,,,,0.0
tursodatabase/libsql,pivot,2025-Q4,56,0,22,1,0,1,0.0455,1.5604,3.6534,12,4,8,13,0.5,1,33,0,1568,244,0.1347,1324,72,0,0.0,0,7.0,0.5,11,54.90909090909091,0.6153846153846154,,,,0.0
tursodatabase/libsql,pivot,2026-Q1,14,0,5,0,0,0,0.0,0.0497,0.7044,6,1,5,4,0.6923,0,9,0,45,23,0.3382,22,12,0,0.0,0,,,12,7.555555555555555,1.25,,,,0.0
tursodatabase/libsql,pivot,2026-Q2,30,0,8,0,0,0,0.0,0.4626,2.3236,7,0,7,3,0.75,0,18,0,41713,20686,0.3315,21027,135,0,0.0,0,,,13,3466.6111111111113,2.3333333333333335,,,,0.0
weaviate/weaviate,migration,2023-Q1,797,7,167,3,0,3,0.018,0.9765,3.748,147,107,40,22,,1,604,7,82692,37540,0.3122,45152,8719,33,0.0546,0,6.0,,0,199.05960264900662,1.8181818181818181,2025-Q4,11.0,-11.0,False
weaviate/weaviate,migration,2023-Q2,603,6,156,12,0,12,0.0769,1.5468,5.795,129,56,73,24,0.4091,1,429,6,57767,26064,0.3109,31703,2822,26,0.0606,0,7.0,0.1667,1,195.4102564102564,3.0416666666666665,2025-Q4,11.0,-10.0,False
weaviate/weaviate,migration,2023-Q3,705,7,214,6,0,6,0.028,0.3588,1.7337,129,46,83,24,0.4167,1,497,7,87087,41804,0.3243,45283,2397,17,0.0342,0,7.0,0.2857,2,259.3380281690141,3.4583333333333335,2025-Q4,11.0,-9.0,False
weaviate/weaviate,migration,2023-Q4,720,15,247,19,0,19,0.0769,0.5764,1.9453,75,33,42,21,0.5,0,476,15,62619,27492,0.3051,35127,2104,26,0.0546,0,7.0,0.4286,3,189.30882352941177,2.0,2025-Q4,11.0,-8.0,False
weaviate/weaviate,migration,2024-Q1,833,12,382,18,0,18,0.0471,0.176,1.6114,113,50,63,30,0.381,1,535,12,75114,59901,0.4437,15213,9354,23,0.043,0,8.0,0.2857,4,252.3644859813084,2.1,2025-Q4,11.0,-7.0,False
weaviate/weaviate,migration,2024-Q2,1292,10,451,17,0,17,0.0377,0.1064,1.1182,92,39,53,31,0.3,1,832,10,109991,52996,0.3252,56995,4317,54,0.0649,0,9.0,0.375,5,195.89783653846155,1.7096774193548387,2025-Q4,11.0,-6.0,False
weaviate/weaviate,migration,2024-Q3,1426,3,455,6,0,6,0.0132,0.1682,1.2432,98,60,38,35,0.3548,1,853,3,71366,27905,0.2811,43461,2968,19,0.0223,0,10.0,0.2222,6,116.37866354044549,1.0857142857142856,2025-Q4,11.0,-5.0,False
weaviate/weaviate,migration,2024-Q4,1950,21,648,23,0,23,0.0355,0.0723,0.664,68,141,-73,32,0.3714,1,1170,19,165536,99548,0.3755,65988,5434,69,0.059,0,7.0,0.3,7,226.56752136752138,-2.28125,2025-Q4,11.0,-4.0,False
weaviate/weaviate,migration,2025-Q1,1990,38,686,29,0,29,0.0423,0.1284,1.0434,69,28,41,35,0.375,0,1210,37,128585,55903,0.303,72682,5126,68,0.0562,0,8.0,0.1429,8,152.4694214876033,1.1714285714285715,2025-Q4,11.0,-3.0,False
weaviate/weaviate,migration,2025-Q2,1726,4,608,26,0,26,0.0428,0.1275,1.1564,40,76,-36,35,0.3143,1,977,4,145981,55886,0.2768,90095,7768,74,0.0757,0,13.0,0.125,9,206.61924257932446,-1.0285714285714285,2025-Q4,11.0,-2.0,False
weaviate/weaviate,migration,2025-Q3,1505,15,585,13,0,13,0.0222,0.1524,1.0969,56,111,-55,26,0.3429,0,868,15,123099,52626,0.2995,70473,3774,25,0.0288,0,8.0,0.4615,10,202.44815668202764,-2.1153846153846154,2025-Q4,11.0,-1.0,False
weaviate/weaviate,migration,2025-Q4,1548,22,562,20,0,20,0.0356,0.1772,1.0729,30,25,5,27,0.3077,0,870,22,86912,37453,0.3012,49459,3568,37,0.0425,7,7.0,0.25,11,142.94827586206895,0.18518518518518517,2025-Q4,11.0,0.0,True
weaviate/weaviate,migration,2026-Q1,1887,24,582,16,0,16,0.0275,0.1684,1.1842,28,86,-58,26,0.3333,0,1207,24,144268,51830,0.2643,92438,7847,55,0.0456,33,,,12,162.4672742336371,-2.230769230769231,2025-Q4,11.0,1.0,True
weaviate/weaviate,migration,2026-Q2,1940,42,685,15,0,15,0.0219,0.1904,1.6755,92,43,49,38,0.2692,0,1228,42,323909,59887,0.156,264022,5824,90,0.0733,242,,,13,312.53745928338765,1.2894736842105263,2025-Q4,11.0,2.0,True
zed-industries/zed,transition,2023-Q1,1194,0,273,4,0,4,0.0147,0.0183,0.4691,448,269,179,9,,1,891,0,64542,36071,0.3585,28471,2918,19,0.0213,0,6.0,,0,112.92143658810325,19.88888888888889,2024-Q2,5.0,-5.0,False
zed-industries/zed,transition,2023-Q2,1896,0,310,4,0,4,0.0129,0.0243,0.5521,308,144,164,14,0.1111,1,1559,0,128358,97241,0.431,31117,6163,27,0.0173,0,8.0,0.3333,1,144.70750481077613,11.714285714285714,2024-Q2,5.0,-4.0,False
zed-industries/zed,transition,2023-Q3,2132,0,381,7,0,7,0.0184,0.0184,0.541,317,210,107,16,0.1429,1,1717,0,174645,96142,0.355,78503,6517,40,0.0233,0,8.0,0.25,2,157.70937682003495,6.6875,2024-Q2,5.0,-3.0,False
zed-industries/zed,transition,2023-Q4,3784,0,726,6,0,6,0.0083,0.0112,0.0506,204,95,109,13,0.25,1,2995,0,746644,392983,0.3448,353661,13717,36,0.012,0,8.0,0.25,3,380.50984974958266,8.384615384615385,2024-Q2,5.0,-2.0,False
zed-industries/zed,transition,2024-Q1,2647,0,1771,41,0,41,0.0232,0.026,0.4227,1505,1258,247,233,0.0769,0,2292,0,250492,509132,0.6702,-258640,12412,50,0.0218,0,17.0,0.0,4,331.4240837696335,1.0600858369098713,2024-Q2,5.0,-1.0,False
zed-industries/zed,transition,2024-Q2,1590,0,1607,27,0,27,0.0168,0.0256,0.4956,1578,1004,574,203,0.8026,0,1585,0,171113,89109,0.3424,82004,6352,26,0.0164,2,21.0,0.2353,5,164.17791798107257,2.8275862068965516,2024-Q2,5.0,0.0,True
zed-industries/zed,transition,2024-Q3,1889,99,1956,36,0,36,0.0184,0.0229,0.4356,2224,1368,856,257,0.7438,0,1883,32,194960,108963,0.3585,85997,7391,36,0.0191,2,21.0,0.2381,6,161.40361125862984,3.330739299610895,2024-Q2,5.0,1.0,True
zed-industries/zed,transition,2024-Q4,1513,95,1632,31,0,31,0.019,0.039,0.6157,1734,1545,189,203,0.8054,0,1507,28,163828,93638,0.3637,70190,5877,30,0.0199,1,21.0,0.1905,7,170.84671532846716,0.9310344827586207,2024-Q2,5.0,2.0,True
zed-industries/zed,transition,2025-Q1,2332,140,2647,50,0,50,0.0189,0.0289,0.2951,1420,2140,-720,214,0.7241,0,2322,26,319690,210166,0.3966,109524,11705,47,0.0202,1,21.0,0.1905,8,228.1894918173988,-3.364485981308411,2024-Q2,5.0,3.0,True
zed-industries/zed,transition,2025-Q2,2615,16,2801,53,0,53,0.0189,0.0305,0.4632,1643,1607,36,253,0.7056,0,2609,9,336815,184079,0.3534,152736,11118,52,0.0199,4,24.0,0.2381,9,199.65274051360674,0.1422924901185771,2024-Q2,5.0,4.0,True
zed-industries/zed,transition,2025-Q3,2277,1,2342,52,0,52,0.0222,0.0353,0.5406,1870,1619,251,261,0.7273,0,2271,1,300444,184198,0.3801,116246,10965,52,0.0229,5,29.0,0.0417,10,213.40466754733598,0.9616858237547893,2024-Q2,5.0,5.0,True
zed-industries/zed,transition,2025-Q4,2388,0,2585,47,0,47,0.0182,0.0362,0.9637,2223,2031,192,370,0.7011,0,2384,0,390306,195360,0.3336,194946,10197,47,0.0197,7,52.0,0.1724,11,245.66526845637583,0.518918918918919,2024-Q2,5.0,6.0,True
zed-industries/zed,transition,2026-Q1,2684,13,3013,54,0,54,0.0179,0.0409,1.1591,1965,2238,-273,389,0.7027,0,2677,6,530240,265688,0.3338,264552,12896,49,0.0183,48,,,12,297.32088158386256,-0.7017994858611826,2024-Q2,5.0,7.0,True
zed-industries/zed,transition,2026-Q2,2145,17,2558,54,0,54,0.0211,0.1948,2.5784,2472,2466,6,377,0.7326,0,2139,14,470085,240009,0.338,230076,9505,45,0.021,27,,,13,331.9747545582048,0.015915119363395226,2024-Q2,5.0,8.0,True
